,COD_PRO,COD_SEL,Piles,Columns,Tensioners,Wire_rolls,Isolation,Carbonate,APP_Area,RL_Area,Total_Area,Requires_Carbonate_RL,Requires_Isolation_RL,Group_RL,CultureI_RL,CultureII_RL,Seedlings_RL,Method_RL,Year_RL,Requires_Carbonate_APP,Requires_Isolation_APP,Group_APP,CultureI_APP,CultureII_APP,Seedlings_APP,Method_APP,Year_APP,Year_Selection,Year_Implementation,Concluded_Isolation,Project_Status,Requires_Isolation,Requires_Carbonate
1171,PRO1127,SEL1172,0,0,0,0,,0.0,0.0,0.0,0.79,0.0,0.0,1,A,,,RL SAF,2020.0,0.0,0.0,,,,,,2020.0,2020.0,2020.0,0,ATIVO,0.0,0.0
1172,PRO1128,SEL1173,0,0,0,0,,0.0,0.39,0.0,1.24,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,1350.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
1173,PRO1129,SEL1174,0,0,0,0,,0.75,0.0,2.39,2.39,0.0,0.0,1,B,,2450,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
1174,PRO1130,SEL1175,0,0,0,0,,0.0,0.0,0.0,0.39,0.0,0.0,1,A,,600,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
1175,PRO1131,SEL1176,0,0,0,0,,0.0,0.4,0.0,2.39,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,434.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
1177,PRO1132,SEL1178,0,0,0,0,,0.0,0.0,1.95,1.95,0.0,0.0,3,E,A,1800,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
1178,PRO1133,SEL1179,0,0,0,0,,0.0,0.0,0.58,0.58,0.0,0.0,5,H,,300,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
1179,PRO1134,SEL1180,0,0,0,0,,0.0,1.45,0.0,1.95,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,1500.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
1180,PRO1134,SEL1181,0,0,0,0,,0.625,0.0,0.0,0.58,1.0,0.0,2,B,D,360,RL SAF,2020.0,1.0,0.0,5,J,-,900.0,APP DIV,2020.0,2020.0,2020.0,0,ATIVO,0.0,1.0
1181,PRO1135,SEL1182,0,0,0,0,,0.0,0.0,0.0,1.45,0.0,0.0,,,,,,2020.0,0.0,0.0,5,H,,1600.0,APP DIV,2020.0,2020.0,2020.0,0,DESISTENTE,0.0,0.0
1192,PRO1146,SEL1193,0,0,0,0,,0.0,0.0,0.67,0.67,0.0,0.0,1,A,,1191,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
1208,PRO1160,SEL1209,0,0,0,0,CONCLUIDO,0.0,0.37,0.77,1.14,0.0,1.0,,,,410,RL DIV,2019.0,0.0,0.0,,,,690.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
1210,PRO1161,SEL1211,0,0,0,0,,0.0,0.0,0.0,1.14,1.0,0.0,1,B,-,3000,RL SAF,2020.0,0.0,0.0,-,-,-,0.0,,2020.0,2020.0,2020.0,0,ATIVO,0.0,0.0
