,COD_PRO,COD_SEL,Piles,Columns,Tensioners,Wire_rolls,Isolation,Carbonate,APP_Area,RL_Area,Total_Area,Requires_Carbonate_RL,Requires_Isolation_RL,Group_RL,CultureI_RL,CultureII_RL,Seedlings_RL,Method_RL,Year_RL,Requires_Carbonate_APP,Requires_Isolation_APP,Group_APP,CultureI_APP,CultureII_APP,Seedlings_APP,Method_APP,Year_APP,Year_Selection,Year_Implementation,Concluded_Isolation,Project_Status,Requires_Isolation,Requires_Carbonate
409,PRO0401,SEL0410,126,4,10,3,CONCLUIDO,0.376,0.58,0.0,0.58,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,680.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
410,PRO0402,SEL0411,0,0,0,0,,0.216,0.15,0.0,0.91,0.0,0.0,,,,,,2019.0,0.0,0.0,1,C,,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
411,PRO0403,SEL0412,103,4,10,3,CONCLUIDO,0.044,0.0,1.56,1.56,0.0,0.0,2,C,D,,RL SAF,2019.0,0.0,0.0,2,C,D,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
412,PRO0404,SEL0413,0,0,0,0,,0.0,0.0,0.0,0.15,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
413,PRO0405,SEL0414,0,0,0,0,,0.0,0.0,0.0,1.56,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
415,PRO0407,SEL0416,375,18,90,8,CONCLUIDO,0.0,3.96,0.0,3.96,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
416,PRO0408,SEL0417,111,3,10,3,CONCLUIDO,0.387,0.59,0.0,0.59,0.0,0.0,,,,,,2019.0,0.0,0.0,1,C,,700.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
417,PRO0409,SEL0418,0,0,0,0,,0.0,0.0,0.0,3.96,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
418,PRO0410,SEL0419,0,0,0,0,,0.0,0.0,0.0,0.59,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
420,PRO0412,SEL0421,129,10,10,4,CONCLUIDO,0.047,0.56,3.25,3.81,0.0,0.0,2,A,C,,RL SAF,2019.0,0.0,0.0,2,A,C,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
422,PRO0414,SEL0423,0,0,0,0,,0.0,0.0,0.0,3.81,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
425,PRO0417,SEL0426,49,3,10,2,CONCLUIDO,0.166,1.1,0.0,1.1,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,D,300.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
427,PRO0419,SEL0428,0,0,0,0,,0.0,0.0,0.0,1.1,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
429,PRO0421,SEL0430,80,5,30,2,CONCLUIDO,0.041,0.35,0.71,1.06,0.0,0.0,2,C,D,,RL SAF,2019.0,0.0,0.0,2,C,D,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
430,PRO0422,SEL0431,54,3,10,2,CONCLUIDO,0.357,0.21,0.0,0.21,0.0,0.0,,,,,,2019.0,0.0,0.0,2,B,D,645.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
431,PRO0423,SEL0432,63,4,10,2,CONCLUIDO,0.885,0.34,0.0,1.06,0.0,0.0,,,,,,2019.0,0.0,0.0,1,D,,1600.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
432,PRO0424,SEL0433,0,0,0,0,,0.0,0.0,0.0,0.21,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
433,PRO0425,SEL0434,42,2,10,1,CONCLUIDO,0.127,0.21,0.0,0.34,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
435,PRO0427,SEL0436,0,0,0,0,,0.0,0.0,0.0,0.21,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
437,PRO0429,SEL0438,162,16,80,4,CONCLUIDO,0.0,0.66,0.0,0.66,0.0,0.0,,,,1300,RL SAF,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
439,PRO0431,SEL0440,0,0,0,0,,0.0,0.0,0.0,0.66,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
443,PRO0435,SEL0444,252,20,100,6,CONCLUIDO,0.0,2.42,0.0,2.42,0.0,0.0,,,,1620,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2018.0,2019.0,1,CONCLUIDO,1.0,0.0
445,PRO0437,SEL0446,0,0,0,0,,0.0,0.0,0.0,2.42,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
446,PRO0438,SEL0447,80,3,10,2,CONCLUIDO,0.332,0.5,0.0,0.5,0.0,0.0,,,,,,2019.0,0.0,0.0,1,D,,600.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
448,PRO0440,SEL0449,0,0,0,0,,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
449,PRO0441,SEL0450,92,8,40,2,CONCLUIDO,0.0,0.87,0.0,0.87,0.0,0.0,,,,885,RL SAF,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
450,PRO0442,SEL0451,155,16,80,4,CONCLUIDO,0.0,0.71,0.0,0.71,0.0,0.0,,,,1432,RL SAF,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
451,PRO0443,SEL0452,0,0,0,0,,0.0,0.0,0.0,0.87,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
452,PRO0444,SEL0453,151,20,100,4,CONCLUIDO,0.0,0.37,0.0,0.71,0.0,0.0,,,,1453,RL SAF,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
454,PRO0446,SEL0455,60,2,0,1,,0.075,0.0,0.0,0.37,1.0,0.0,1,A,,380,RL SAF,2018.0,1.0,1.0,1,A,,40.0,APP SAF,2018.0,2018.0,2018.0,0,ATIVO,1.0,1.0
455,PRO0447,SEL0456,79,4,0,2,CONCLUIDO,0.111,0.0,1.13,1.13,0.0,0.0,2,B,C,,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
457,PRO0449,SEL0458,50,2,0,2,,0.025,0.0,0.0,1.13,1.0,1.0,2,A,C,50,RL SAF,2020.0,0.0,0.0,-,-,-,,-,2020.0,2020.0,2020.0,0,ATIVO,1.0,1.0
458,PRO0450,SEL0459,11,2,5,0,CONCLUIDO,0.006,0.0,0.74,0.74,0.0,0.0,2,C,D,,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
459,PRO0451,SEL0460,59,3,10,2,CONCLUIDO,0.395,0.41,0.0,0.41,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,715.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
460,PRO0452,SEL0461,0,0,0,0,,0.199,0.61,0.0,0.74,0.0,0.0,,,,,,2019.0,0.0,0.0,2,B,D,360.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
461,PRO0453,SEL0462,0,0,0,0,,0.0,0.0,0.0,0.41,0.0,0.0,2,A,D,4000,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
462,PRO0454,SEL0463,177,8,20,3,PARCIAL,0.4,0.78,0.0,0.78,0.0,0.0,,,,,RL SAF,2019.0,0.0,0.0,2,A,D,700.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
463,PRO0455,SEL0464,418,20,50,9,PARCIAL,2.0,1.46,0.0,1.46,0.0,0.0,,,,,RL SAF,2019.0,0.0,0.0,2,A,C,5800.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
464,PRO0456,SEL0465,18,2,10,1,CONCLUIDO,0.072,0.1,0.0,0.78,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,130.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
465,PRO0457,SEL0466,124,4,10,3,CONCLUIDO,0.813,1.91,0.0,1.91,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,1470.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
466,PRO0458,SEL0467,75,6,0,2,CONCLUIDO,0.55,0.9,0.0,0.9,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,D,1000.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
467,PRO0459,SEL0468,79,7,20,2,CONCLUIDO,0.138,0.0,1.62,1.91,0.0,0.0,2,A,D,,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
468,PRO0460,SEL0469,97,4,20,3,CONCLUIDO,0.111,0.0,2.49,2.49,0.0,0.0,2,A,C,,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
469,PRO0461,SEL0470,92,6,15,3,CONCLUIDO,0.0,0.0,1.62,1.62,0.0,0.0,2,B,D,,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
470,PRO0462,SEL0471,41,3,10,1,CONCLUIDO,0.116,0.33,0.0,2.49,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,210.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
471,PRO0463,SEL0472,187,7,40,5,CONCLUIDO,476.0,2.37,0.0,2.37,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,860.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
472,PRO0463,SEL0473,0,0,0,0,,0.35,0.0,0.0,0.33,0.0,0.0,-,-,-,0,-,2020.0,1.0,0.0,2,B,D,750.0,APP SAF,2020.0,2020.0,2020.0,0,ATIVO,0.0,1.0
473,PRO0464,SEL0474,28,2,10,1,CONCLUIDO,0.122,0.5,0.0,2.37,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,220.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
474,PRO0465,SEL0475,72,3,20,2,CONCLUIDO,0.039,0.48,0.0,0.48,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
475,PRO0466,SEL0476,229,10,0,6,CONCLUIDO,0.055,0.0,3.58,3.58,0.0,0.0,2,A,C,,RL SAF,2019.0,0.0,0.0,,,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
476,PRO0467,SEL0477,65,5,0,2,CONCLUIDO,0.044,1.05,0.0,1.05,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
477,PRO0468,SEL0478,139,6,0,4,CONCLUIDO,0.033,1.91,0.0,3.58,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
478,PRO0469,SEL0479,168,7,0,5,CONCLUIDO,0.683,1.4,0.0,1.4,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,1235.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
479,PRO0470,SEL0480,53,3,0,2,CONCLUIDO,0.3,0.46,0.0,1.91,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,,600.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
480,PRO0471,SEL0481,0,0,0,0,,1.4,0.0,0.8,1.4,0.0,0.0,,,,,,2018.0,0.0,0.0,2,A,C,850.0,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
481,PRO0472,SEL0482,0,0,0,0,,0.0,0.0,1.22,1.22,0.0,0.0,1,B,,1320,RL SAF,2018.0,0.0,0.0,1,B,,,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
482,PRO0473,SEL0483,105,5,15,3,,0.0,1.46,0.0,1.46,0.0,0.0,,,,0,,2018.0,0.0,0.0,1,B,,1051.0,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,1.0,0.0
483,PRO0474,SEL0484,0,0,0,0,,0.0,0.0,1.3,1.3,0.0,0.0,1,B,,930,RL SAF,2018.0,0.0,0.0,,,,,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
484,PRO0475,SEL0485,163,14,0,4,,1.15,0.0,0.0,1.46,1.0,0.0,1,A,-,1000,RL SAF,2020.0,1.0,1.0,5,J,-,1300.0,APP SAF,2020.0,2020.0,2020.0,0,ATIVO,1.0,1.0
485,PRO0476,SEL0486,0,0,0,0,,0.0,0.0,0.46,1.3,0.0,0.0,1,A,,411,RL SAF,2018.0,0.0,0.0,1,A,,,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
487,PRO0478,SEL0488,560,11,75,14,,691.0,1.98,0.0,1.98,0.0,0.0,5,H,,1250,RL DIV,2019.0,0.0,0.0,5,H,,1111.0,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
488,PRO0479,SEL0489,155,8,25,4,,885.0,1.16,0.0,1.16,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,1600.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
489,PRO0480,SEL0490,140,4,45,4,CONCLUIDO,0.35,1.18,0.0,1.98,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,700.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
490,PRO0481,SEL0491,98,4,45,3,PARCIAL,0.35,0.3,0.0,1.16,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,715.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
491,PRO0482,SEL0492,138,4,45,4,CONCLUIDO,0.35,4.03,0.0,4.03,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,700.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
492,PRO0483,SEL0493,246,6,15,7,,553.0,2.24,0.0,2.24,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,1000.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
493,PRO0484,SEL0494,0,0,0,0,,0.0,0.0,0.0,4.03,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
494,PRO0485,SEL0495,0,0,0,0,,0.0,0.0,0.0,2.24,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ANULADO,0.0,0.0
501,PRO0492,SEL0502,85,5,20,3,,0.0,0.0,0.42,0.42,0.0,0.0,2,B,C,,RL SAF,2018.0,0.0,0.0,,,0,0.0,,2018.0,2018.0,2018.0,0,CONCLUIDO,1.0,0.0
503,PRO0494,SEL0504,0,0,0,0,,0.0,0.0,0.0,0.42,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2018.0,2019.0,0,CONCLUIDO,0.0,0.0
508,PRO0499,SEL0509,125,7,10,3,,1210.0,1.76,1.38,3.14,0.0,0.0,1,B,,1388,RL SAF,2019.0,0.0,0.0,2,A,C,800.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
510,PRO0501,SEL0511,120,13,10,3,,913.0,3.91,0.52,4.43,0.0,0.0,1,B,,550,RL SAF,2019.0,0.0,0.0,1,A,,1100.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
511,PRO0502,SEL0512,0,0,0,0,,0.0,0.0,0.77,0.77,0.0,0.0,,,,,,2018.0,0.0,0.0,1,A,,2458.0,APP SAF,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
512,PRO0502,SEL0513,95,0,0,5,,2212.0,2.5,0.0,4.43,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,4000.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
513,PRO0503,SEL0514,0,0,0,0,,0.0,0.0,0.0,0.77,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
514,PRO0504,SEL0515,57,4,45,2,CONCLUIDO,0.2,0.98,0.0,2.5,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,400.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
515,PRO0505,SEL0516,12,2,0,1,CONCLUIDO,0.1,0.12,0.0,0.12,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
516,PRO0506,SEL0517,20,2,0,1,CONCLUIDO,0.05,0.55,0.0,0.98,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
517,PRO0507,SEL0518,0,0,0,3,CONCLUIDO,0.15,0.62,0.0,0.62,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
518,PRO0508,SEL0519,43,6,0,2,CONCLUIDO,1100.0,0.43,0.0,0.55,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,2000.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
519,PRO0508,SEL0520,0,0,0,0,,0.0,0.0,0.0,0.62,1.0,0.0,5,H,-,400,RL SAF,2020.0,0.0,0.0,-,-,-,0.0,-,2020.0,2020.0,2020.0,0,ATIVO,0.0,0.0
520,PRO0509,SEL0521,34,3,40,1,CONCLUIDO,0.4,0.0,1.17,1.17,0.0,0.0,2,A,B,550,RL SAF,2019.0,0.0,0.0,2,B,C,150.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
522,PRO0510,SEL0523,32,4,20,1,CONCLUIDO,0.9,0.0,0.94,1.17,0.0,0.0,2,A,C,1100,RL SAF,2019.0,0.0,0.0,1,B,,500.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
523,PRO0511,SEL0524,35,2,0,1,CONCLUIDO,0.1,0.16,0.0,0.16,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
524,PRO0512,SEL0525,0,0,0,0,,0.0,0.0,0.0,0.94,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ATIVO,0.0,0.0
525,PRO0513,SEL0526,45,2,0,2,CONCLUIDO,0.1,0.2,0.0,0.2,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2018.0,2019.0,1,CONCLUIDO,1.0,0.0
526,PRO0514,SEL0527,70,6,30,2,CONCLUIDO,0.0,0.89,3.23,4.12,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
528,PRO0516,SEL0529,0,0,0,0,,0.0,0.0,0.0,4.12,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
534,PRO0522,SEL0535,0,0,0,0,CONCLUIDO,0.0,0.93,0.0,0.93,0.0,0.0,,0,,0,0,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,1,CONCLUIDO,0.0,0.0
536,PRO0524,SEL0537,0,0,0,0,CONCLUIDO,0.0,1.31,0.0,1.31,0.0,0.0,,0,,0,0,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,1,CONCLUIDO,0.0,0.0
537,PRO0525,SEL0538,0,0,0,0,CONCLUIDO,0.0,0.47,0.0,0.47,0.0,0.0,,0,,0,0,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,1,CONCLUIDO,0.0,0.0
538,PRO0526,SEL0539,0,0,0,0,,0.0,0.0,0.0,1.31,1.0,0.0,1,B,-,3185,RL SAF,2018.0,1.0,1.0,2,A,C,300.0,APP DIV,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
539,PRO0527,SEL0540,0,0,0,0,,0.0,0.0,0.0,0.47,0.0,0.0,,0,,0,0,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
541,PRO0529,SEL0542,0,0,0,0,CONCLUIDO,0.0,0.87,0.0,0.87,0.0,0.0,,0,,0,0,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
543,PRO0531,SEL0544,0,0,0,0,,0.0,0.0,0.0,0.87,0.0,0.0,,0,,0,0,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
545,PRO0533,SEL0546,0,0,0,0,CONCLUIDO,0.0,3.28,0.77,4.05,0.0,0.0,3,E,A,,RL SAF,2019.0,0.0,0.0,2,A,C,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
547,PRO0534,SEL0548,0,0,0,0,,0.0,0.0,0.0,4.05,0.0,0.0,1,B,,,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,ANULADO,0.0,0.0
550,PRO0537,SEL0551,0,0,0,0,CONCLUIDO,0.0,1.3,4.62,5.92,0.0,0.0,,,,0,RL SAF,2019.0,0.0,0.0,N,N,N,0.0,N,2019.0,2019.0,2019.0,1,CONCLUIDO,0.0,0.0
552,PRO0538,SEL0553,0,0,0,0,,0.0,0.0,0.0,5.92,0.0,0.0,,0,,0,0,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,CONCLUIDO,0.0,0.0
553,PRO0539,SEL0554,0,0,0,0,CONCLUIDO,0.0,1.45,0.0,1.45,0.0,0.0,,0,,0,0,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,1,CONCLUIDO,0.0,0.0
554,PRO0540,SEL0555,0,0,0,0,CONCLUIDO,0.0,0.18,0.0,0.18,0.0,0.0,,0,,0,0,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,1,CONCLUIDO,0.0,0.0
555,PRO0541,SEL0556,0,0,0,0,CONCLUIDO,0.0,0.0,2.43,2.43,0.0,0.0,,0,,0,0,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,1,CONCLUIDO,0.0,0.0
556,PRO0541,SEL0557,0,0,0,0,CONCLUIDO,0.0,0.0,0.0,0.18,1.0,0.0,3,E,B,1300,RL SAF,2020.0,0.0,0.0,N,N,N,0.0,-,2020.0,2020.0,2020.0,1,ATIVO,0.0,0.0
557,PRO0542,SEL0558,0,0,0,0,,0.0,0.0,0.0,2.43,0.0,0.0,,0,,0,0,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,0,ATIVO,0.0,0.0
562,PRO0546,SEL0563,13,4,0,1,CONCLUIDO,0.0,0.1,0.0,0.1,0.0,0.0,,0,,0,,2018.0,0.0,0.0,,,,,,2018.0,2018.0,2018.0,1,CONCLUIDO,1.0,0.0
563,PRO0547,SEL0564,0,0,0,0,,0.15,0.52,0.0,0.52,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,APP DIV,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
564,PRO0548,SEL0565,0,0,0,0,,0.0,0.0,0.0,0.1,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,DESISTENTE,0.0,0.0
565,PRO0549,SEL0566,150,18,0,5,CONCLUIDO,0.25,1.05,0.0,1.05,0.0,0.0,,,,,,2019.0,0.0,0.0,,,,,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
567,PRO0551,SEL0568,220,16,155,7,,0.45,1.67,0.0,1.67,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,C,850.0,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
569,PRO0552,SEL0570,59,4,20,2,CONCLUIDO,0.1,0.61,0.0,1.67,0.0,0.0,,,,,,2019.0,0.0,0.0,5,H,,150.0,APP DIV,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
571,PRO0554,SEL0572,28,2,20,1,CONCLUIDO,0.05,0.24,0.0,0.61,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,120.0,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
572,PRO0555,SEL0573,26,2,0,1,CONCLUIDO,0.1,0.23,0.0,0.23,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
573,PRO0556,SEL0574,16,2,0,1,CONCLUIDO,0.15,0.47,0.0,0.47,0.0,0.0,,,,,,2019.0,0.0,0.0,1,B,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
574,PRO0557,SEL0575,40,3,0,2,CONCLUIDO,0.1,0.39,0.0,0.39,0.0,0.0,,,,,,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,1,CONCLUIDO,1.0,0.0
575,PRO0558,SEL0576,0,0,0,0,,0.0,0.31,0.0,0.47,0.0,0.0,,,,,,2019.0,0.0,0.0,2,A,B,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
576,PRO0559,SEL0577,0,0,0,0,,0.0,0.0,0.0,0.39,0.0,0.0,,,,,,2018.0,0.0,0.0,,,,,APP SAF,2018.0,2018.0,2018.0,0,DESISTENTE,0.0,0.0
579,PRO0562,SEL0580,0,0,0,0,,0.0,2.18,0.0,2.18,0.0,0.0,1,B,,411,RL SAF,2019.0,0.0,0.0,,,,,,2019.0,2019.0,2019.0,0,CONCLUIDO,0.0,0.0
580,PRO0563,SEL0581,200,12,60,4,PARCIAL,0.0,1.72,2.63,4.35,0.0,0.0,1,B,,100,RL SAF,2019.0,0.0,0.0,1,A,,,APP SAF,2019.0,2019.0,2019.0,0,CONCLUIDO,1.0,0.0
