,COD_PRO,COD_EXT_x,COD_MUN,COD_SEDE,Farm,X_UTM,Y_UTM,County,Num_Visits,CAD_PLA,COD_EXT_y,Affiliation,NOME DA ASSOCIÇÃO,Main_Activity,Secondary_Activity
394,PRO0395,9.0,10,PRM03180705,SÍTIO SERINGAL,621333.0,8775596.0,PRESIDENTE MÉDICI,0,PLA 0392,9.0,ASSOCIAÇÃO,,FRUTICULTURA*,BOVINOCULTURA DE CORTE
395,PRO0396,9.0,10,PRM02180723,CHÁCARA SANTANA,614197.0,8767958.0,PRESIDENTE MÉDICI,0,PLA 0393,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
396,PRO0397,9.0,10,PRM01180723,SÍTIO ALTO ALEGRE,616062.0,8766098.0,PRESIDENTE MÉDICI,0,PLA 0394,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA
397,PRO0398,9.0,10,PRM01180724,SÍTIO SÃO JOSÉ,619980.0,8776215.0,PRESIDENTE MÉDICI,0,PLA 0395,9.0,STTR,,BOVINOCULTURA DE LEITE,CAFEICULTURA
398,PRO0399,9.0,10,PRM01180710,SOM BOM JESUS,622976.0,8774419.0,PRESIDENTE MÉDICI,0,PLA 0396,9.0,STTR,,CAFEICULTURA,BOVINOCULTURA DE CORTE
399,PRO0400,9.0,10,PRM03180717,SÍTIO SÃO SEBASTIÃO,636646.0,8758050.0,PRESIDENTE MÉDICI,0,PLA 0397,9.0,STTR,,HORTICULTURA,BOVINOCULTURA MISTA
400,PRO0401,9.0,10,PRM05180717,SITIO VILELA,636618.0,8759575.0,PRESIDENTE MÉDICI,0,PLA 0398,9.0,STTR,,BOVINOCULTURA DE LEITE,FRUTICULTURA
401,PRO0402,9.0,10,PRM02180717,,636669.0,8758301.0,PRESIDENTE MÉDICI,0,PLA 0399,9.0,STTR,,LAVOURA,
402,PRO0403,9.0,10,PRM04180717,,635984.0,8757505.0,PRESIDENTE MÉDICI,0,PLA 0400,9.0,STTR,,FRUTICULTURA,HORTICULTURA
403,PRO0404,9.0,10,PRM01180716,SÍTIO PEREIRA,623789.0,8755422.0,PRESIDENTE MÉDICI,0,PLA 0401,9.0,STTR,,FRUTICULTURA,BOVINOCULTURA DE LEITE
404,PRO0405,9.0,10,PRM03180718,SÍTIO SÃO JOSÉ,613897.0,8768151.0,PRESIDENTE MÉDICI,0,PLA 0402,9.0,STTR,,LAVOURA,FRUTICULTURA*
405,PRO0406,9.0,10,PRM04180718,CHÁCARA SÃO JOSÉ,613727.0,8769102.0,PRESIDENTE MÉDICI,0,PLA 0403,9.0,STTR,,LAVOURA,
406,PRO0407,9.0,10,PRM01180704,SÍTIO NOSSA SENHORA APARECIDA,629343.0,8745161.0,PRESIDENTE MÉDICI,0,PLA 0404,9.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
407,PRO0408,9.0,10,PRM01180806,SÍTIO SANTO ANTONIO,603270.0,8757708.0,PRESIDENTE MÉDICI,0,PLA 0405,9.0,STTR,,HORTICULTURA,BOVINOCULTURA DE LEITE
408,PRO0409,9.0,10,PRM02180806,SÍTIO BOA SORTE,604434.0,8757421.0,PRESIDENTE MÉDICI,0,PLA 0406,9.0,STTR,,HORTICULTURA,
409,PRO0410,9.0,10,PRM03180806,SÍTIO BOA SORTE,604332.0,8757407.0,PRESIDENTE MÉDICI,0,PLA 0407,9.0,STTR,,HORTICULTURA,BOVINOCULTURA DE LEITE
410,PRO0411,9.0,10,PRM01180807,CHÁCARA SANTA LUZIA,606385.0,8765984.0,PRESIDENTE MÉDICI,0,PLA 0408,9.0,ASSOCIAÇÃO,,LAVOURA,CAFEICULTURA
411,PRO0412,9.0,10,PRM03180807,SÍTIO SANTA MARIA,608030.0,8764178.0,PRESIDENTE MÉDICI,0,PLA 0409,9.0,ASSOCIAÇÃO,,LAVOURA,BOVINOCULTURA DE LEITE
412,PRO0413,9.0,10,PRM02180807,CHÁCARA SANTO ANTONIO,606322.0,8765989.0,PRESIDENTE MÉDICI,0,PLA 0410,9.0,ASSOCIAÇÃO,,LAVOURA,CAFEICULTURA
413,PRO0414,9.0,10,PRM03180808,SÍTIO ESPIRITO SANTO,637196.0,8753220.0,PRESIDENTE MÉDICI,0,PLA 0411,9.0,STTR,,FRUTICULTURA,HORTICULTURA
414,PRO0415,9.0,10,PRM05180808,NOVA JERUSALEM,633649.0,8753784.0,PRESIDENTE MÉDICI,0,PLA 0412,9.0,STTR,,OLERICULTURA,FRUTICULTURA
415,PRO0416,9.0,10,PRM02180808,SÍTIO BOA ESPERANÇA,636788.0,8758823.0,PRESIDENTE MÉDICI,0,PLA 0413,9.0,ASSOCIAÇÃO,,LAVOURA,BOVINOCULTURA DE LEITE
416,PRO0417,9.0,10,PRM01180808,SÍTIO SÃO JOSÉ,636748.0,8758723.0,PRESIDENTE MÉDICI,0,PLA 0414,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA
417,PRO0418,9.0,10,PRM04180808,,634183.0,8750280.0,PRESIDENTE MÉDICI,0,PLA 0415,9.0,STTR,,FRUTICULTURA,OLERICULTURA
418,PRO0419,9.0,10,PRM01180814,SÍTIO SÃO JOSÉ,634565.0,8747040.0,PRESIDENTE MÉDICI,0,PLA 0416,9.0,STTR,,OLERICULTURA,FRUTICULTURA
419,PRO0420,9.0,10,PRM02180814,SÍTIO RODRIGUES,634629.0,8747061.0,PRESIDENTE MÉDICI,0,PLA 0417,9.0,STTR,,FRUTICULTURA,CAFEICULTURA
420,PRO0421,9.0,10,PRM01180815,CHÁCARA MODELO,622267.0,8774540.0,PRESIDENTE MÉDICI,0,PLA 0418,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,PISCICULTURA
421,PRO0422,9.0,10,PRM01180823,CHÁCARA SANTA ANA,621575.0,8767161.0,PRESIDENTE MÉDICI,0,PLA 0419,9.0,ASSOCIAÇÃO,,FRUTICULTURA,
422,PRO0423,9.0,10,PRM02180823,SÍTIO DA CASTANHA,624847.0,8767371.0,PRESIDENTE MÉDICI,0,PLA 0420,9.0,STTR,,LAVOURA,BOVINOCULTURA DE CORTE
423,PRO0424,9.0,10,PRM01180913,SÍTIO SANTO ANTÔNIO,620122.0,8778021.0,PRESIDENTE MÉDICI,0,PLA 0421,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
424,PRO0425,9.0,10,PRM03180917,SÍTIO NOVA AURORA,602148.0,8757084.0,PRESIDENTE MÉDICI,0,PLA 0422,9.0,STTR,,BOVINOCULTURA DE LEITE,CAFEICULTURA
425,PRO0426,9.0,10,PRM01180917,CHÁCARA SANTA RITA,604110.0,8765064.0,PRESIDENTE MÉDICI,0,PLA 0423,9.0,STTR,,LAVOURA,
426,PRO0427,9.0,10,PRM02180917,SÍTIO NOSSA SENHORA DAS GRAÇAS,602811.0,8757435.0,PRESIDENTE MÉDICI,0,PLA 0424,9.0,STTR,,LAVOURA,BOVINOCULTURA DE LEITE
427,PRO0428,9.0,10,PRM01180924,CHÁCARA BOM JESUS,619772.0,8773346.0,PRESIDENTE MÉDICI,0,PLA 0425,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
428,PRO0429,9.0,10,PRM02181002,SÍTIO JOÃO NETO,623981.0,8768415.0,PRESIDENTE MÉDICI,0,PLA 0426,9.0,STTR,,BOVINOCULTURA DE LEITE,FRUTICULTURA
429,PRO0430,9.0,10,PRM01181002,CHÁCARA SANTO ANTÔNIO,621595.0,8767217.0,PRESIDENTE MÉDICI,0,PLA 0427,9.0,ASSOCIAÇÃO,,LAVOURA,CAFEICULTURA
430,PRO0431,9.0,10,PRM01181003,SÍTIO BOA VISTA,636546.0,8761170.0,PRESIDENTE MÉDICI,0,PLA 0428,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
431,PRO0432,9.0,10,PRM02181004,,633092.0,8757969.0,PRESIDENTE MÉDICI,0,PLA 0429,9.0,STTR,,FRUTICULTURA,LAVOURA
432,PRO0433,9.0,10,PRM03181004,SÍTIO TEOFÍLO OTONI,632848.0,8755877.0,PRESIDENTE MÉDICI,0,PLA 0430,9.0,STTR,,BOVINOCULTURA DE CORTE,LAVOURA
433,PRO0434,9.0,10,PRM01181004,SÍTIO SANTO REIS,636571.0,8760768.0,PRESIDENTE MÉDICI,0,PLA 0431,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
434,PRO0435,9.0,10,PRM01181008,SÍTIO FLOR DA SERRA,628679.0,8750657.0,PRESIDENTE MÉDICI,0,PLA 0432,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
435,PRO0436,9.0,10,PRM02181009,CHÁCARA SANTA JOANA,625079.0,8756625.0,PRESIDENTE MÉDICI,0,PLA 0433,9.0,ASSOCIAÇÃO,,LAVOURA,BOVINOCULTURA DE CORTE
436,PRO0437,9.0,10,PRM03181009,SÍTIO BOM SOSSEGO,622688.0,8756793.0,PRESIDENTE MÉDICI,0,PLA 0434,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA
437,PRO0438,9.0,10,PRM01181009,SÍTIO PEREIRA,623784.0,8755426.0,PRESIDENTE MÉDICI,0,PLA 0435,9.0,STTR,,BOVINOCULTURA DE CORTE,FRUTICULTURA
438,PRO0439,9.0,10,PRM01181010,SÍTIO 4 IRMÃOS,636525.0,8753971.0,PRESIDENTE MÉDICI,0,PLA 0436,9.0,STTR,,FRUTICULTURA,
439,PRO0440,9.0,10,PRM01181016,SÍTIO NOSSA SENHORA APARECIDA,625412.0,8753727.0,PRESIDENTE MÉDICI,0,PLA 0437,9.0,ASSOCIAÇÃO,,FRUTICULTURA,BOVINOCULTURA DE CORTE
440,PRO0441,9.0,10,PRM01181023,SÍTIO PRIMAVERA,610284.0,8763362.0,PRESIDENTE MÉDICI,0,PLA 0438,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
441,PRO0442,9.0,10,PRM01181023,SÍTIO NOVA ESPERANÇA,636458.0,8759760.0,PRESIDENTE MÉDICI,0,PLA 0439,9.0,STTR,,BOVINOCULTURA DE LEITE,LAVOURA
442,PRO0443,9.0,10,PRM01181029,,609937.0,8764106.0,PRESIDENTE MÉDICI,0,PLA 0440,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,HORTICULTURA
443,PRO0444,9.0,10,PRM02181029,CHÁCARA ÁGUA DAS FLORES,608267.0,8763359.0,PRESIDENTE MÉDICI,0,PLA 0441,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
444,PRO0445,9.0,10,PRM01181030,SÍTIO SÃO FAUSTINO,624444.0,8752819.0,PRESIDENTE MÉDICI,0,PLA 0442,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
445,PRO0446,9.0,10,PRM02181112,SÍTIO UNIÃO.,616488.0,8766127.0,PRESIDENTE MÉDICI,0,PLA 0443,9.0,ASSOCIAÇÃO,,FRUTICULTURA*,LAVOURA
446,PRO0447,9.0,10,PRM01181112,SÍTIO SANTA LUZIA.,614786.0,8765934.0,PRESIDENTE MÉDICI,0,PLA 0444,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
447,PRO0448,9.0,10,PRM01181204,CHÁCARA BARBOSA,614184.0,8767726.0,PRESIDENTE MÉDICI,0,PLA 0445,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
448,PRO0449,9.0,10,PRM02181204,ESTÂNCIA PARAÍSO,615862.0,8767228.0,PRESIDENTE MÉDICI,0,PLA 0446,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
449,PRO0450,9.0,10,PRM01181212,CHÁCARA SANTA LUZIA,622863.0,8774584.0,PRESIDENTE MÉDICI,0,PLA 0447,9.0,ASSOCIAÇÃO,,CAFEICULTURA,FRUTICULTURA*
450,PRO0451,9.0,10,PRM01181218,SÍTIO DO SOSSEGO,615944.0,8770196.0,PRESIDENTE MÉDICI,0,PLA 0448,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
451,PRO0452,9.0,10,PRM01190102,CHÁCARA BOA ESPERANÇA,623438.0,8767128.0,PRESIDENTE MÉDICI,0,PLA 0449,9.0,STTR,,FRUTICULTURA*,
452,PRO0453,9.0,9,NHO01190129,SÍTIO COELHO,593115.0,8721219.0,NOVO HORIZONTE DO OESTE,0,PLA 0450,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
453,PRO0454,9.0,9,NHO01190130,CHÁCARA PALMITÃO,593284.0,8722390.0,NOVO HORIZONTE DO OESTE,0,PLA 0451,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
454,PRO0455,9.0,9,NHO02190130,SÍTIO PEREIRA,593190.0,8720531.0,NOVO HORIZONTE DO OESTE,0,PLA 0452,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
455,PRO0456,9.0,10,PRM01190219,SÍTIO 2 IRMÃOS,622368.0,8774624.0,PRESIDENTE MÉDICI,0,PLA 0453,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
456,PRO0457,9.0,10,PRM02190219,CHÁCARA ITAPIRUMA,622954.0,8774389.0,PRESIDENTE MÉDICI,0,PLA 0454,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
457,PRO0458,9.0,10,PRM01190218,SÍTIO SÃO SEBASTIÃO,613977.0,8762733.0,PRESIDENTE MÉDICI,0,PLA 0455,9.0,STTR,,BOVINOCULTURA DE LEITE,
458,PRO0459,9.0,10,PRM01190226,SÍTIO SÃO CARLOS,617675.0,8777670.0,PRESIDENTE MÉDICI,0,PLA 0456,9.0,STTR,,BOVINOCULTURA DE CORTE,FRUTICULTURA
459,PRO0460,9.0,10,PRM02190226,SÍTIO COQUEIRAL,620128.0,8773235.0,PRESIDENTE MÉDICI,0,PLA 0457,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
460,PRO0461,9.0,10,PRM01190306,SÍTIO MORO ALTO,624124.0,8754560.0,PRESIDENTE MÉDICI,0,PLA 0458,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
461,PRO0462,9.0,10,PRM01190308,SÍTIO SÃO JOAQUIM,615980.0,8770915.0,PRESIDENTE MÉDICI,0,PLA 0459,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,FRUTICULTURA*
462,PRO0463,9.0,10,PRM01190312,SÍTIO DANYELA,633603.0,8750367.0,PRESIDENTE MÉDICI,0,PLA 0460,9.0,STTR,,BOVINOCULTURA DE CORTE,
463,PRO0464,9.0,10,PRM01190314,CHÁCARA OLIVEIRA,625666.0,8767073.0,PRESIDENTE MÉDICI,0,PLA 0461,9.0,STTR,,BOVINOCULTURA DE CORTE,PISCICULTURA
464,PRO0465,9.0,10,PRM01190318,SÍTIO NOSSA SENHORA DAS GRAÇAS,608217.0,8767286.0,PRESIDENTE MÉDICI,0,PLA 0462,9.0,STTR,,BOVINOCULTURA DE CORTE,
465,PRO0466,9.0,10,PRM03190320,SÍTIO SANTA LUZIA,645968.0,8762931.0,PRESIDENTE MÉDICI,0,PLA 0463,9.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,FRUTICULTURA
466,PRO0467,9.0,10,PRM01190320,SÍTIO SÃO JOSÉ,644159.0,8761407.0,PRESIDENTE MÉDICI,0,PLA 0464,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA
467,PRO0468,9.0,10,PRM02190320,SÍTIO SÃO JOÃO,644089.0,8760760.0,PRESIDENTE MÉDICI,0,PLA 0465,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
468,PRO0469,9.0,10,PRM04190320,SÍTIO AMARAL,644093.0,8760430.0,PRESIDENTE MÉDICI,0,PLA 0466,9.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,CAFEICULTURA
469,PRO0470,9.0,10,PRM05190320,CHÁCARA BOM FUTURO,644005.0,8760466.0,PRESIDENTE MÉDICI,0,PLA 0467,9.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
470,PRO0471,3.0,5,ITA02190116,SITIO BAIXA VERDE,468129.0,8963126.0,ITAPUÃ DO OESTE,0,PLA 0468,3.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
471,PRO0472,1.0,5,ITA03190116,SITIO SERRANA,467429.0,8962034.0,ITAPUÃ DO OESTE,0,PLA 0469,1.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
472,PRO0473,3.0,5,ITA01190226,SITIO CAMILO,468042.0,8993300.0,ITAPUÃ DO OESTE,0,PLA 0470,3.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
473,PRO0474,3.0,5,ITA01190117,SITIO ESPERANÇA,468417.0,9000013.0,ITAPUÃ DO OESTE,0,PLA 0471,3.0,ASSOCIAÇÃO,,HORTICULTURA,
474,PRO0475,12.0,9,NHO01190214,SITIO SANTA LUZIA,593179.0,8720723.0,NOVO HORIZONTE DO OESTE,0,PLA 0472,12.0,ASSOCIAÇÃO,,CAFEICULTURA,BOVINOCULTURA DE CORTE
475,PRO0476,3.0,5,ITA01181025,SITIO BOA ESPERANÇA,476251.0,8992117.0,ITAPUÃ DO OESTE,0,PLA 0473,3.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
476,PRO0477,1.0,5,ITA01181002,SITIO TERRA BOA,474600.0,8962455.0,ITAPUÃ DO OESTE,0,PLA 0474,1.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA
477,PRO0478,5.0,1,ARQ02181211,SITIO BELA VISTA,443213.0,8906053.0,ARIQUEMES,0,PLA 0475,5.0,ASSOCIAÇÃO,ASPRUVE,BOVINOCULTURA DE CORTE,
478,PRO0479,5.0,1,ARQ02181211,SITIO NOSSA SENHORA APARECIDA,440880.0,8908487.0,ARIQUEMES,0,PLA 0476,5.0,ASSOCIAÇÃO,ASPRUVE,BOVINOCULTURA DE CORTE,CAFEICULTURA
479,PRO0480,12.0,9,NHO01190129,SITIO BOA ESPERANÇA,593253.0,8715433.0,NOVO HORIZONTE DO OESTE,0,PLA 0477,12.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,CAFEICULTURA
480,PRO0481,12.0,9,NHO01190131,SITIO BOA SORTE,592851.0,8716144.0,NOVO HORIZONTE DO OESTE,0,PLA 0478,12.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
481,PRO0482,12.0,9,NHO01190130,SITIO BOA VISTA,592820.0,8716466.0,NOVO HORIZONTE DO OESTE,0,PLA 0479,12.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
482,PRO0483,5.0,1,ARQ01190314,SITIO COELHO,460114.0,8900415.0,ARIQUEMES,0,PLA 0480,5.0,ASSOCIAÇÃO,ASVAMA,BOVINOCULTURA DE LEITE,HORTICULTURA
483,PRO0484,5.0,1,ARQ01190228,S/N,534154.0,8869557.0,ARIQUEMES,0,PLA 0481,5.0,ASSOCIAÇÃO,ASVAMA,SAF,PISCICULTURA
484,PRO0485,2.0,4,CUJ01190204,CHACARA SERRA DOURADA,548813.0,8958002.0,CUJUBIM,0,PLA 0482,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
485,PRO0486,2.0,4,CUJ02190327,SITIO BOA VISTA,547629.0,8958976.0,CUJUBIM,0,PLA 0483,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
486,PRO0487,2.0,4,CUJ02190326,,547908.0,8976209.0,CUJUBIM,0,PLA 0484,2.0,OUTRA,,LAVOURA,LAVOURA
487,PRO0488,2.0,4,CUJ01190326,SITIO SÃO JOSE,549061.0,8973008.0,CUJUBIM,0,PLA 0485,2.0,OUTRA,,BOVINOCULTURA MISTA,
488,PRO0489,2.0,4,CUJ02190205,"OLHOS D""AGUA",554449.0,8956534.0,CUJUBIM,0,PLA 0486,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
489,PRO0490,2.0,4,CUJ01190105,SITIO DEUS TE CHAMA,535366.0,8957255.0,CUJUBIM,0,PLA 0487,2.0,ASSOCIAÇÃO,,CAFEICULTURA,FRUTICULTURA*
490,PRO0491,2.0,4,CUJ01180916,RUBRO NEGRO,531329.0,8960237.0,CUJUBIM,0,PLA 0488,2.0,STTR,,BOVINOCULTURA DE LEITE,CAFEICULTURA
491,PRO0492,2.0,4,CUJ01180916,,531327.0,8960233.0,CUJUBIM,0,PLA 0488,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
492,PRO0493,2.0,4,CUJ01190326,RANCHO ALEGRE,547397.0,8978073.0,CUJUBIM,0,PLA 0489,2.0,OUTRA,,LAVOURA,LAVOURA
493,PRO0494,2.0,4,CUJ01181008,SITIO BOA FÉ,537262.0,8948979.0,CUJUBIM,0,PLA 0490,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,CAFEICULTURA
494,PRO0495,2.0,4,CUJ01190307,CHACARA VITORIA,549758.0,8956606.0,CUJUBIM,0,PLA 0491,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
495,PRO0496,2.0,4,CUJ02190314,SITIO BELA VISTA,548929.0,8957915.0,CUJUBIM,0,PLA 0492,2.0,OUTRA,,CAFEICULTURA,FRUTICULTURA*
496,PRO0497,2.0,4,CUJ01190312,CANTO DO PASSARINHO,548874.0,8958311.0,CUJUBIM,0,PLA 0493,2.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
497,PRO0498,2.0,4,CUJ03190312,SITIO RECANTO,549155.0,8956525.0,CUJUBIM,0,PLA 0494,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
498,PRO0499,5.0,1,ARQ01190327,SITIO SANTO ANTONIO,438895.0,8908496.0,ARIQUEMES,0,PLA 0495,5.0,ASSOCIAÇÃO,ASPRUVE,BOVINOCULTURA DE CORTE,CAFEICULTURA
499,PRO0500,2.0,4,CUJ01190313,BOA ESPERANÇA,553064.0,8956028.0,CUJUBIM,0,PLA 0496,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
500,PRO0501,5.0,1,ARQ02190327,SITIO MINAS GERAIS,438233.0,8911139.0,ARIQUEMES,0,PLA 0497,5.0,ASSOCIAÇÃO,ASPRUVE,BOVINOCULTURA DE LEITE,CAFEICULTURA
501,PRO0502,5.0,1,ARQ01181018,SITIO PAU GRANDE,460341.0,8906054.0,ARIQUEMES,0,PLA 0498,5.0,ASSOCIAÇÃO,ASPRUV,BOVINOCULTURA DE CORTE,
502,PRO0503,5.0,1,ARQ01190102,,504186.0,8912141.0,ARIQUEMES,0,PLA 0499,5.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
503,PRO0504,6.0,10,OPO03190326,SAO JOAO,575607.0,8801781.0,OURO PRETO DO OESTE,0,PLA 0500,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
504,PRO0505,6.0,10,OPO01190326,TRES IRMAOS,578337.0,8805138.0,OURO PRETO DO OESTE,0,PLA 0501,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
505,PRO0506,6.0,10,OPO02190326,SAO GERALDO,575440.0,8801863.0,OURO PRETO DO OESTE,0,PLA 0502,6.0,ASSOCIAÇÃO,,CAFEICULTURA,HORTICULTURA
506,PRO0507,6.0,10,OPO04190326,DOIS IRMAOS,576669.0,8804174.0,OURO PRETO DO OESTE,0,PLA 0503,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
507,PRO0508,6.0,10,OPO02190327,SAO MARCOS,614551.0,8861050.0,OURO PRETO DO OESTE,0,PLA 0504,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
508,PRO0509,6.0,10,OPO01190327,NACALDERON,614503.0,8861083.0,OURO PRETO DO OESTE,0,PLA 0505,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
509,PRO0510,6.0,10,OPO03190327,VISTA ALEGRE,614305.0,8861167.0,OURO PRETO DO OESTE,0,PLA 0506,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
510,PRO0511,6.0,10,OPO04190327,NOVO HORIZONTE,614561.0,8860685.0,OURO PRETO DO OESTE,0,PLA 0507,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
511,PRO0512,6.0,10,OPO05190327,BELA VISTA,615949.0,8861429.0,OURO PRETO DO OESTE,0,PLA 0508,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
512,PRO0513,6.0,10,OPO06190327,NOVA ESPERANÇA,614904.0,8861777.0,OURO PRETO DO OESTE,0,PLA 0509,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
513,PRO0514,2.0,4,CUJ01181008,SITIO 3 IRMÃOS,534931.0,8953287.0,CUJUBIM,0,PLA 0511,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
514,PRO0515,5.0,1,ARQ02180806,NOSSA SENHORA APARECIDA,465570.0,8901082.0,ARIQUEMES,0,PLA 0512,5.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
515,PRO0516,5.0,1,ARQ01180806,SITIO PLANETA AZUL,464639.0,8900984.0,ARIQUEMES,0,PLA 0513,5.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
516,PRO0517,2.0,4,CUJ03190327,CHACARA  SONHO MEU,548884.0,8966872.0,CUJUBIM,0,PLA 0514,2.0,,,LAVOURA,FRUTICULTURA
517,PRO0518,2.0,4,CUJ01190328,SITIO N.S.APARECIDA,548083.0,8973468.0,CUJUBIM,0,PLA 0515,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
518,PRO0519,2.0,4,CUJ01190328,SITIO N.S.APARECIDA,549888.0,8974599.0,CUJUBIM,0,PLA 0516,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
519,PRO0520,2.0,4,CUJ02190314,SITIO N.S. DA SALETE,549784.0,8956224.0,CUJUBIM,0,PLA 0517,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
520,PRO0521,2.0,4,CUJ01190314,SITIO 3 IRMÃOS,535268.0,8956361.0,CUJUBIM,0,PLA 0518,2.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
521,PRO0522,2.0,4,CUJ01180831,SITIO BOM JESUS,531195.0,8972308.0,CUJUBIM,0,PLA 0519,2.0,OUTRA,,BOVINOCULTURA DE CORTE,LAVOURA
522,PRO0523,2.0,4,CUJ01180830,ESTANCIA 2T,535408.0,8968836.0,CUJUBIM,0,PLA 0520,2.0,,,BOVINOCULTURA DE CORTE,
523,PRO0524,2.0,4,CUJ01180831,SITIO OURO VERDE,531107.0,8967963.0,CUJUBIM,0,PLA 0521,2.0,,,BOVINOCULTURA DE CORTE,
524,PRO0525,2.0,4,CUJ01180829,SITIO FONTE AZUL,535473.0,8967700.0,CUJUBIM,0,PLA 0522,2.0,,,BOVINOCULTURA DE LEITE,LAVOURA
