,COD_PLA,COD_PRO,Farm,X_UTM,Y_UTM,County,GLEBA,LINHA,KM,LOTE,Num_Visits,ASSOCIAÇÃO / STTR,Main_Activity,Secondary_Activity,Piles,Columns,Tensioners,Wire_rolls,Isolation,Carbonate,APP_Area,RL_Area,Total_Area,Group_RL,CultureI_RL,CultureII_RL,Seedlings_RL,Method_RL,Year_RL,Group_APP,CultureI_APP,CultureII_APP,Seedlings_APP,Method_APP,Year_APP,Concluded_Isolation
363,PLA 0359,PRO 0362,CHACARA SONHO DOURADO,469041.0,8977097.0,ITAPUÃ DO OESTE,,AZUL 02,14,,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,0,0,0.0,0.0,,0.415,,0.99,1.17,1,A,,750,RL SAF,2019.0,,,,,,2019.0,0
364,PLA 0360,PRO 0363,SITIO AGUA BOA,485457.0,8973250.0,ITAPUÃ DO OESTE,CAJUEIRO,116,2,59B,0,STTR,BOVINOCULTURA DE CORTE,,31,2,5.0,1.0,CONCLUIDO,0.806,,1.18,1.13,3,CAFÉ CLONAL,,1458,RL SAF,2019.0,,,,,,2019.0,1
365,PLA 0361,PRO 0364,SITIO AGUA BOA,485213.0,8973339.0,ITAPUÃ DO OESTE,CAJUEIRO,116,1.8,59A,0,STTR,FRUTICULTURA,HORTICULTURA,0,0,0.0,0.0,,1.05,,1.98,0.99,1,A,,1955,RL SAF,2019.0,,,,,,2019.0,0
366,PLA 0362,PRO 0365,SITIO PARAISO,473937.0,8997073.0,ITAPUÃ DO OESTE,CAJUEIRO,RAMAL PAO DE AÇUCAR,7,,0,ASSOCIAÇÃO,FRUTICULTURA,,0,0,0.0,0.0,,0.94,,0.42,1.18,3,CAFÉ CLONAL,,1700,RL SAF,2019.0,,,,,,2019.0,0
367,PLA 0363,PRO 0366,CHACARA MATO GROSSO,445852.0,8997058.0,ITAPUÃ DO OESTE,3,637,14,18,0,OUTRA,CAFEICULTURA,,0,0,0.0,0.0,,0.405,,0.43,1.98,3,CAFÉ CLONAL,,733,RL SAF,2019.0,,,,,,2019.0,0
368,PLA 0364,PRO 0367,SITIO VITORIA,476540.0,8974809.0,ITAPUÃ DO OESTE,,B40A,10,,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,0,0,0.0,0.0,,0.829,,2.92,0.42,1,A,,1500,RL SAF,2019.0,,,,,,2019.0,0
369,PLA 0365,PRO 0368,,446438.0,8997385.0,ITAPUÃ DO OESTE,5,637,14,19,0,OUTRA,CAFEICULTURA,,,,,,,2.6,,,0.43,3,CAFÉ CLONAL,,2100,RL SAF,2019.0,,,,,,2019.0,0
370,PLA 0366,PRO 0369,,478530.0,8989728.0,ITAPUÃ DO OESTE,,616,7,,0,ASSOCIAÇÃO,HORTICULTURA,,,,,,,,,,2.92,,,,,,2018.0,,,,,,2018.0,0
371,PLA 0367,PRO 0370,SITIO APARECIDA DO NORTE,483351.0,8984808.0,ITAPUÃ DO OESTE,,SANTA BARBARA,2,,0,STTR,FRUTICULTURA,,0,0,0.0,0.0,,0,,2.83,0.0,3,E,B,3700,RL SAF,2019.0,2,A,B,1600.0,APP SAF,2019.0,0
372,PLA 0367,PRO 0370,SITIO APARECIDA DO NORTE,483351.0,8984808.0,ITAPUÃ DO OESTE,,SANTA BARBARA,2,,0,STTR,FRUTICULTURA,,0,0,0.0,0.0,,0,,2.83,0.0,3,E,B,3700,RL SAF,2019.0,2,A,B,1600.0,APP SAF,2019.0,0
373,PLA 0367,PRO 0370,SITIO APARECIDA DO NORTE,483351.0,8984808.0,ITAPUÃ DO OESTE,,SANTA BARBARA,2,,0,STTR,FRUTICULTURA,,0,0,0.0,0.0,,0,,2.83,0.0,3,E,B,3700,RL SAF,2019.0,2,A,B,1600.0,APP SAF,2019.0,0
374,PLA 0368,PRO 0371,SITIO MR,475862.0,8962856.0,ITAPUÃ DO OESTE,,120,22,,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,0,0,0.0,0.0,,0,,5.28,2.29,1,D,-,100,RL DIV,2018.0,-,-,-,0.0,,2018.0,0
375,PLA 0368,PRO 0371,SITIO MR,475862.0,8962856.0,ITAPUÃ DO OESTE,,120,22,,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,0,0,0.0,0.0,,0,,5.28,2.29,1,D,-,100,RL DIV,2018.0,-,-,-,0.0,,2018.0,1
376,PLA 0369,PRO 0372,,481246.0,8982291.0,ITAPUÃ DO OESTE,,ESTRADA DA MINERAÇÃO,3,,0,ASSOCIAÇÃO,OLERICULTURA,,0,0,0.0,0.0,,0,,0.11,5.28,1,D,,140,RL SAF,2019.0,,,,,,2019.0,0
377,PLA 0370,PRO 0373,CHACARA PAIS E FILHOS 02,482158.0,8982948.0,ITAPUÃ DO OESTE,,ESTRADA DA MINERAÇÃO,2,,0,ASSOCIAÇÃO,CAFEICULTURA,FRUTICULTURA,,,,,,0,,4.37,0.98,1,A,,,RL SAF,2019.0,,,,,,2019.0,0
378,PLA 0371,PRO 0374,CHACARA PAIS E FILHOS 02,482158.0,8982948.0,ITAPUÃ DO OESTE,,ESTRADA DA MINERAÇÃO,0.3,,0,ASSOCIAÇÃO,CAFEICULTURA,,,,,,,,,,0.11,,,,,,2018.0,,,,,,2018.0,0
379,PLA 0372,PRO 0375,CHACARA POR DO SOL,467963.0,8999982.0,ITAPUÃ DO OESTE,,SÃO PEDRO,4,,0,ASSOCIAÇÃO,FRUTICULTURA,,,,,,,,,0.52,4.37,2,A,C,,RL SAF,2018.0,2,A,C,,APP SAF,2018.0,0
380,PLA 0373,PRO 0376,SITIO DA SILVA,470798.0,8975333.0,ITAPUÃ DO OESTE,,AZUL 03,12,,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,1.53,0.0,2,A,B,1700,RL SAF,2018.0,,,,,,2018.0,0
381,PLA 0374,PRO 0377,PROFESSORA ROSA,480918.0,8982353.0,ITAPUÃ DO OESTE,,ESTRADA DA MINERAÇÃO,1,,0,ASSOCIAÇÃO,FRUTICULTURA,,,,,,,,,,0.52,,,,,,2018.0,,,,,,2018.0,0
382,PLA 0375,PRO 0378,CHACARA ARCO,476315.0,8983500.0,ITAPUÃ DO OESTE,,ESTRADA DA BALSA,1,,0,STTR,LAVOURA,,0,0,0.0,0.0,,0.387,2.13,,1.53,,,,,RL SAF,2019.0,1,A,,700.0,APP SAF,2019.0,0
383,PLA 0376,PRO 0379,SITIO FORTUNA DO ZE,478079.0,8961142.0,ITAPUÃ DO OESTE,S/N,117.5,3,77,0,ASSOCIAÇÃO,LAVOURA,,,,,,,0,,,0.0,2,B,C,1892,RL SAF,2018.0,,,,,,2018.0,0
384,PLA 0377,PRO 0380,SÍTIO NOVO DESTINO,620493.0,8776521.0,PRESIDENTE MÉDICI,PYRINEO,KM 20,,16,0,STTR,FRUTICULTURA,BOVINOCULTURA MISTA,,,,,,,,,2.13,,,,,,2018.0,,,,,,2018.0,0
385,PLA 0378,PRO 0381,SITIO BEZAN,624287.0,8778108.0,PRESIDENTE MÉDICI,PYRINEO,KM 20,TRAVESSÃO DO KM 17,146-E,0,STTR,FRUTICULTURA*,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
386,PLA 0379,PRO 0382,CHÁCARA TERRA BOA,634960.0,8746753.0,PRESIDENTE MÉDICI,4,136,,60,0,STTR,FRUTICULTURA,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
387,PLA 0380,PRO 0383,CHÁCARA PRIMAVERA,614693.0,8767943.0,PRESIDENTE MÉDICI,4-A,1ª,,4,0,STTR,HORTICULTURA,CAFEICULTURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
388,PLA 0381,PRO 0384,CHÁCARA BOA VISTA,636626.0,8762644.0,PRESIDENTE MÉDICI,7,136,,29,0,ASSOCIAÇÃO,LAVOURA,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
389,PLA 0382,PRO 0385,CHÁCARA ESPERANÇA,636518.0,8746779.0,PRESIDENTE MÉDICI,4,136,,60-A,0,STTR,FRUTICULTURA,OLERICULTURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
390,PLA 0383,PRO 0386,CHÁCARA SANTA LUZIA,615707.0,8764224.0,PRESIDENTE MÉDICI,G,1ª,,11-A,0,STTR,LAVOURA,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
391,PLA 0384,PRO 0387,CHÁCARA SANTANA,612381.0,8769591.0,PRESIDENTE MÉDICI,G,2ª,,2,0,STTR,FRUTICULTURA*,BOVINOCULTURA DE LEITE,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
392,PLA 0385,PRO 0388,SÍTIO SÃO JOSÉ,634427.0,8746773.0,PRESIDENTE MÉDICI,4,136,,59-BB,0,STTR,FRUTICULTURA,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
393,PLA 0386,PRO 0389,CHÁCARA DAS MANGUEIRAS,622543.0,8774237.0,PRESIDENTE MÉDICI,PYRINEO,KM 20,,82,0,STTR,CAFEICULTURA,LAVOURA,19,2,5.0,1.0,CONCLUIDO,0.044,,0.26,0.0,2,A,B,80,RL SAF,2019.0,,,,,,2019.0,1
394,PLA 0387,PRO 0390,BOM JESUS,623016.0,8775090.0,PRESIDENTE MÉDICI,PYRINEO,KM 20,,89,0,STTR,CAFEICULTURA,LAVOURA,34,2,10.0,1.0,CONCLUIDO,0.1,0.28,,0.0,1,D,,,RL SAF,2019.0,1,D,,,APP SAF,2019.0,1
395,PLA 0388,PRO 0391,SÍTIO BOA SORTE,620335.0,8772798.0,PRESIDENTE MÉDICI,PYRINEO,KM 23,,54-F,0,STTR,LAVOURA,,,,,,,,,,0.26,,,,,,2018.0,,,,,,2018.0,0
396,PLA 0389,PRO 0392,SITIO BEZAN,624257.0,8778115.0,PRESIDENTE MÉDICI,PYRINEO,KM 20,TRAVESSÃO DO KM 17,146-E,0,STTR,FRUTICULTURA*,,,,,,,,,,0.28,,,,,,2018.0,,,,,,2018.0,0
397,PLA 0390,PRO 0393,CHÁCARA TERRA BOA,635027.0,8746765.0,PRESIDENTE MÉDICI,4,136,,60,0,STTR,FRUTICULTURA,HORTICULTURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
398,PLA 0391,PRO 0394,SÍTIO FARIAS,619714.0,8776775.0,PRESIDENTE MÉDICI,PYRINEO,KM 20,,38-A,0,STTR,HORTICULTURA,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
399,PLA 0392,PRO 0395,SÍTIO SERINGAL,621333.0,8775596.0,PRESIDENTE MÉDICI,PYRINEO,KM 20,,22 E 23,0,ASSOCIAÇÃO,FRUTICULTURA*,BOVINOCULTURA DE CORTE,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
400,PLA 0393,PRO 0396,CHÁCARA SANTANA,614197.0,8767958.0,PRESIDENTE MÉDICI,4,1ª,,4,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA*,178,6,15.0,5.0,CONCLUIDO,0.498,1.22,,0.0,2,B,C,1600,RL SAF,2019.0,,,,,,2019.0,1
401,PLA 0394,PRO 0397,SÍTIO ALTO ALEGRE,616062.0,8766098.0,PRESIDENTE MÉDICI,2,1ª,,39,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA,63,3,15.0,2.0,CONCLUIDO,0.359,0.55,,0.0,,,,,,2019.0,2,A,D,650.0,APP SAF,2019.0,1
402,PLA 0395,PRO 0398,SÍTIO SÃO JOSÉ,619980.0,8776215.0,PRESIDENTE MÉDICI,PYRINEO,KM 20,,41,0,STTR,BOVINOCULTURA DE LEITE,CAFEICULTURA,,,,,,,,,1.22,,,,,,2018.0,,,,,,2018.0,0
403,PLA 0396,PRO 0399,SOM BOM JESUS,622976.0,8774419.0,PRESIDENTE MÉDICI,PYRINEO,KM 20,,84,0,STTR,CAFEICULTURA,BOVINOCULTURA DE CORTE,92,4,10.0,3.0,CONCLUIDO,0.442,0.32,,0.55,1,A,,,RL SAF,2019.0,1,A,,800.0,APP SAF,2019.0,1
404,PLA 0397,PRO 0400,SÍTIO SÃO SEBASTIÃO,636646.0,8758050.0,PRESIDENTE MÉDICI,5,136,,17,0,STTR,HORTICULTURA,BOVINOCULTURA MISTA,193,20,100.0,5.0,CONCLUIDO,,0.91,,0.0,,,,1860,RL SAF,2018.0,,,,,,2018.0,1
405,PLA 0398,PRO 0401,SITIO VILELA,636618.0,8759575.0,PRESIDENTE MÉDICI,4,136,,10-B,0,STTR,BOVINOCULTURA DE LEITE,FRUTICULTURA,126,4,10.0,3.0,CONCLUIDO,0.376,0.58,,0.32,,,,,,2019.0,2,A,B,680.0,APP SAF,2019.0,1
406,PLA 0399,PRO 0402,,636669.0,8758301.0,PRESIDENTE MÉDICI,4,136,,18,0,STTR,LAVOURA,,,,,,,0.216,0.15,,0.91,,,,,,2019.0,1,C,,,APP SAF,2019.0,0
407,PLA 0400,PRO 0403,,635984.0,8757505.0,PRESIDENTE MÉDICI,4,136,,18,0,STTR,FRUTICULTURA,HORTICULTURA,103,4,10.0,3.0,CONCLUIDO,0.044,,1.56,0.58,2,C,D,,RL SAF,2019.0,2,C,D,,APP SAF,2019.0,1
408,PLA 0401,PRO 0404,SÍTIO PEREIRA,623789.0,8755422.0,PRESIDENTE MÉDICI,1,124,,44,0,STTR,FRUTICULTURA,BOVINOCULTURA DE LEITE,,,,,,,,,0.15,,,,,,2018.0,,,,,,2018.0,0
409,PLA 0402,PRO 0405,SÍTIO SÃO JOSÉ,613897.0,8768151.0,PRESIDENTE MÉDICI,4,2ª,,30,0,STTR,LAVOURA,FRUTICULTURA*,,,,,,,,,1.56,,,,,,2018.0,,,,,,2018.0,0
410,PLA 0403,PRO 0406,CHÁCARA SÃO JOSÉ,613727.0,8769102.0,PRESIDENTE MÉDICI,G,1ª,,32,0,STTR,LAVOURA,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
411,PLA 0404,PRO 0407,SÍTIO NOSSA SENHORA APARECIDA,629343.0,8745161.0,PRESIDENTE MÉDICI,3,128,,65-A E 67,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,375,18,90.0,8.0,CONCLUIDO,,3.96,,0.0,,,,,,2018.0,,,,,,2018.0,1
412,PLA 0405,PRO 0408,SÍTIO SANTO ANTONIO,603270.0,8757708.0,PRESIDENTE MÉDICI,20,4ª,,16,0,STTR,HORTICULTURA,BOVINOCULTURA DE LEITE,111,3,10.0,3.0,CONCLUIDO,0.387,0.59,,0.0,,,,,,2019.0,1,C,,700.0,APP SAF,2019.0,1
413,PLA 0406,PRO 0409,SÍTIO BOA SORTE,604434.0,8757421.0,PRESIDENTE MÉDICI,21,4ª,,11,0,STTR,HORTICULTURA,,,,,,,,,,3.96,,,,,,2018.0,,,,,,2018.0,0
414,PLA 0407,PRO 0410,SÍTIO BOA SORTE,604332.0,8757407.0,PRESIDENTE MÉDICI,21,4ª,,11,0,STTR,HORTICULTURA,BOVINOCULTURA DE LEITE,,,,,,,,,0.59,,,,,,2018.0,,,,,,2018.0,0
415,PLA 0408,PRO 0411,CHÁCARA SANTA LUZIA,606385.0,8765984.0,PRESIDENTE MÉDICI,8,4ª,,8,0,ASSOCIAÇÃO,LAVOURA,CAFEICULTURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
416,PLA 0409,PRO 0412,SÍTIO SANTA MARIA,608030.0,8764178.0,PRESIDENTE MÉDICI,G,3ª,,11-A,0,ASSOCIAÇÃO,LAVOURA,BOVINOCULTURA DE LEITE,129,10,10.0,4.0,CONCLUIDO,0.047,0.56,3.25,0.0,2,A,C,,RL SAF,2019.0,2,A,C,,APP SAF,2019.0,1
417,PLA 0410,PRO 0413,CHÁCARA SANTO ANTONIO,606322.0,8765989.0,PRESIDENTE MÉDICI,8,3ª,,8,0,ASSOCIAÇÃO,LAVOURA,CAFEICULTURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
418,PLA 0411,PRO 0414,SÍTIO ESPIRITO SANTO,637196.0,8753220.0,PRESIDENTE MÉDICI,5,136,,35,0,STTR,FRUTICULTURA,HORTICULTURA,,,,,,,,,3.81,,,,,,2018.0,,,,,,2018.0,0
419,PLA 0412,PRO 0415,NOVA JERUSALEM,633649.0,8753784.0,PRESIDENTE MÉDICI,4,132,,31,0,STTR,OLERICULTURA,FRUTICULTURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
420,PLA 0413,PRO 0416,SÍTIO BOA ESPERANÇA,636788.0,8758823.0,PRESIDENTE MÉDICI,4,136,,16,0,ASSOCIAÇÃO,LAVOURA,BOVINOCULTURA DE LEITE,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
421,PLA 0414,PRO 0417,SÍTIO SÃO JOSÉ,636748.0,8758723.0,PRESIDENTE MÉDICI,5,136,,13,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA,49,3,10.0,2.0,CONCLUIDO,0.166,1.1,,0.0,,,,,,2019.0,2,A,D,300.0,APP SAF,2019.0,1
422,PLA 0415,PRO 0418,,634183.0,8750280.0,PRESIDENTE MÉDICI,4,132,,45,0,STTR,FRUTICULTURA,OLERICULTURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
423,PLA 0416,PRO 0419,SÍTIO SÃO JOSÉ,634565.0,8747040.0,PRESIDENTE MÉDICI,4,136,,59-A,0,STTR,OLERICULTURA,FRUTICULTURA,,,,,,,,,1.1,,,,,,2018.0,,,,,,2018.0,0
424,PLA 0417,PRO 0420,SÍTIO RODRIGUES,634629.0,8747061.0,PRESIDENTE MÉDICI,4,136,,59-A,0,STTR,FRUTICULTURA,CAFEICULTURA,,,,,,0.075,,,0.0,1,B,-,150,RL SAF,2020.0,-,-,-,,-,2020.0,0
425,PLA 0418,PRO 0421,CHÁCARA MODELO,622267.0,8774540.0,PRESIDENTE MÉDICI,PYRINEO,KM 20,TRAVESSÃO DO KM 20,81-B,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,PISCICULTURA,80,5,30.0,2.0,CONCLUIDO,0.041,0.35,0.71,0.0,2,C,D,,RL SAF,2019.0,2,C,D,,APP SAF,2019.0,1
426,PLA 0419,PRO 0422,CHÁCARA SANTA ANA,621575.0,8767161.0,PRESIDENTE MÉDICI,1,124,,12-D,0,ASSOCIAÇÃO,FRUTICULTURA,,54,3,10.0,2.0,CONCLUIDO,0.357,0.21,,0.0,,,,,,2019.0,2,B,D,645.0,APP SAF,2019.0,1
427,PLA 0420,PRO 0423,SÍTIO DA CASTANHA,624847.0,8767371.0,PRESIDENTE MÉDICI,3,124,,12-A,0,STTR,LAVOURA,BOVINOCULTURA DE CORTE,63,4,10.0,2.0,CONCLUIDO,0.885,0.34,,1.06,,,,,,2019.0,1,D,,1600.0,APP SAF,2019.0,1
428,PLA 0421,PRO 0424,SÍTIO SANTO ANTÔNIO,620122.0,8778021.0,PRESIDENTE MÉDICI,PYRINEOS,KM 20,,10-A E 10-B,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,,,,0.21,,,,,,2018.0,,,,,,2018.0,0
429,PLA 0422,PRO 0425,SÍTIO NOVA AURORA,602148.0,8757084.0,PRESIDENTE MÉDICI,21,4ª,,4,0,STTR,BOVINOCULTURA DE LEITE,CAFEICULTURA,42,2,10.0,1.0,CONCLUIDO,0.127,0.21,,0.34,,,,,,2019.0,2,A,C,,APP SAF,2019.0,1
430,PLA 0423,PRO 0426,CHÁCARA SANTA RITA,604110.0,8765064.0,PRESIDENTE MÉDICI,8,4ª,,24,0,STTR,LAVOURA,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
431,PLA 0424,PRO 0427,SÍTIO NOSSA SENHORA DAS GRAÇAS,602811.0,8757435.0,PRESIDENTE MÉDICI,20,4ª,,18-A,0,STTR,LAVOURA,BOVINOCULTURA DE LEITE,,,,,,,,,0.21,,,,,,2018.0,,,,,,2018.0,0
432,PLA 0425,PRO 0428,CHÁCARA BOM JESUS,619772.0,8773346.0,PRESIDENTE MÉDICI,PYRINEOS,KM 23,,49,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,LAVOURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
433,PLA 0426,PRO 0429,SÍTIO JOÃO NETO,623981.0,8768415.0,PRESIDENTE MÉDICI,3,124,,20-A,0,STTR,BOVINOCULTURA DE LEITE,FRUTICULTURA,162,16,80.0,4.0,CONCLUIDO,,0.66,,0.0,,,,1300,RL SAF,2018.0,,,,,,2018.0,1
434,PLA 0427,PRO 0430,CHÁCARA SANTO ANTÔNIO,621595.0,8767217.0,PRESIDENTE MÉDICI,OURO-PRETO,124,,12,0,ASSOCIAÇÃO,LAVOURA,CAFEICULTURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
435,PLA 0428,PRO 0431,SÍTIO BOA VISTA,636546.0,8761170.0,PRESIDENTE MÉDICI,4,136,,4,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,,,,0.66,,,,,,2018.0,,,,,,2018.0,0
436,PLA 0429,PRO 0432,,633092.0,8757969.0,PRESIDENTE MÉDICI,4,132,,15,0,STTR,FRUTICULTURA,LAVOURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
437,PLA 0430,PRO 0433,SÍTIO TEOFÍLO OTONI,632848.0,8755877.0,PRESIDENTE MÉDICI,4,132,,25,0,STTR,BOVINOCULTURA DE CORTE,LAVOURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
438,PLA 0431,PRO 0434,SÍTIO SANTO REIS,636571.0,8760768.0,PRESIDENTE MÉDICI,4,136,,6-A,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
439,PLA 0432,PRO 0435,SÍTIO FLOR DA SERRA,628679.0,8750657.0,PRESIDENTE MÉDICI,3,128,,46,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,252,20,100.0,6.0,CONCLUIDO,,2.42,,0.0,,,,1620,RL SAF,2019.0,,,,,,2019.0,1
440,PLA 0433,PRO 0436,CHÁCARA SANTA JOANA,625079.0,8756625.0,PRESIDENTE MÉDICI,G,124,,21,0,ASSOCIAÇÃO,LAVOURA,BOVINOCULTURA DE CORTE,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
441,PLA 0434,PRO 0437,SÍTIO BOM SOSSEGO,622688.0,8756793.0,PRESIDENTE MÉDICI,1,124,,41,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA,,,,,,,,,2.42,,,,,,2018.0,,,,,,2018.0,0
442,PLA 0435,PRO 0438,SÍTIO PEREIRA,623784.0,8755426.0,PRESIDENTE MÉDICI,1,124,,44,0,STTR,BOVINOCULTURA DE CORTE,FRUTICULTURA,80,3,10.0,2.0,CONCLUIDO,0.332,0.5,,0.0,,,,,,2019.0,1,D,,600.0,APP SAF,2019.0,1
443,PLA 0436,PRO 0439,SÍTIO 4 IRMÃOS,636525.0,8753971.0,PRESIDENTE MÉDICI,4,136,,32-A2,0,STTR,FRUTICULTURA,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
444,PLA 0437,PRO 0440,SÍTIO NOSSA SENHORA APARECIDA,625412.0,8753727.0,PRESIDENTE MÉDICI,,124,,34,0,ASSOCIAÇÃO,FRUTICULTURA,BOVINOCULTURA DE CORTE,,,,,,,,,0.5,,,,,,2018.0,,,,,,2018.0,0
445,PLA 0438,PRO 0441,SÍTIO PRIMAVERA,610284.0,8763362.0,PRESIDENTE MÉDICI,6,2ª,,14-B,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,92,8,40.0,2.0,CONCLUIDO,,0.87,,0.0,,,,885,RL SAF,2018.0,,,,,,2018.0,1
446,PLA 0439,PRO 0442,SÍTIO NOVA ESPERANÇA,636458.0,8759760.0,PRESIDENTE MÉDICI,4,138,,10,0,STTR,BOVINOCULTURA DE LEITE,LAVOURA,155,16,80.0,4.0,CONCLUIDO,,0.71,,0.0,,,,1432,RL SAF,2018.0,,,,,,2018.0,1
447,PLA 0440,PRO 0443,,609937.0,8764106.0,PRESIDENTE MÉDICI,6,3ª,,23,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,HORTICULTURA,,,,,,,,,0.87,,,,,,2018.0,,,,,,2018.0,0
448,PLA 0441,PRO 0444,CHÁCARA ÁGUA DAS FLORES,608267.0,8763359.0,PRESIDENTE MÉDICI,G,3ª,,21-A E 21-B,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,151,20,100.0,4.0,CONCLUIDO,,0.37,,0.71,,,,1453,RL SAF,2018.0,,,,,,2018.0,1
449,PLA 0442,PRO 0445,SÍTIO SÃO FAUSTINO,624444.0,8752819.0,PRESIDENTE MÉDICI,2,126,,37-AA,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
450,PLA 0443,PRO 0446,SÍTIO UNIÃO.,616488.0,8766127.0,PRESIDENTE MÉDICI,2,1ª,,39,0,ASSOCIAÇÃO,FRUTICULTURA*,LAVOURA,60,2,0.0,1.0,,0.075,,,0.37,1,A,,380,RL SAF,2018.0,1,A,,40.0,APP SAF,2018.0,0
451,PLA 0444,PRO 0447,SÍTIO SANTA LUZIA.,614786.0,8765934.0,PRESIDENTE MÉDICI,2,1ª,,8-B,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,79,4,0.0,2.0,CONCLUIDO,0.111,,1.13,0.0,2,B,C,,RL SAF,2019.0,,,,,,2019.0,1
452,PLA 0445,PRO 0448,CHÁCARA BARBOSA,614184.0,8767726.0,PRESIDENTE MÉDICI,4,1ª,,4,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,LAVOURA,40,2,0.0,1.0,,0.5,,,0.0,4,F,G,1100,RL DIV,2020.0,-,-,-,,-,2020.0,0
453,PLA 0446,PRO 0449,ESTÂNCIA PARAÍSO,615862.0,8767228.0,PRESIDENTE MÉDICI,G,1ª,,5-A,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,LAVOURA,50,2,0.0,2.0,,0.025,,,1.13,2,A,C,50,RL SAF,2020.0,-,-,-,,-,2020.0,0
454,PLA 0447,PRO 0450,CHÁCARA SANTA LUZIA,622863.0,8774584.0,PRESIDENTE MÉDICI,PYRINEOS,KM 20,,83-A,0,ASSOCIAÇÃO,CAFEICULTURA,FRUTICULTURA*,11,2,5.0,,CONCLUIDO,0.006,,0.74,0.0,2,C,D,,RL SAF,2019.0,,,,,,2019.0,1
455,PLA 0448,PRO 0451,SÍTIO DO SOSSEGO,615944.0,8770196.0,PRESIDENTE MÉDICI,G,1ª,,5,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,59,3,10.0,2.0,CONCLUIDO,0.395,0.41,,0.0,,,,,,2019.0,2,A,C,715.0,APP SAF,2019.0,1
456,PLA 0449,PRO 0452,CHÁCARA BOA ESPERANÇA,623438.0,8767128.0,PRESIDENTE MÉDICI,1,124,,22-H,0,STTR,FRUTICULTURA*,,,,,,,0.199,0.61,,0.74,,,,,,2019.0,2,B,D,360.0,APP SAF,2019.0,0
