,COD_PLA,COD_PRO,Farm,X_UTM,Y_UTM,County,GLEBA,LINHA,KM,LOTE,Num_Visits,ASSOCIAÇÃO / STTR,Main_Activity,Secondary_Activity,Piles,Columns,Tensioners,Wire_rolls,Isolation,Carbonate,APP_Area,RL_Area,Total_Area,Group_RL,CultureI_RL,CultureII_RL,Seedlings_RL,Method_RL,Year_RL,Group_APP,CultureI_APP,CultureII_APP,Seedlings_APP,Method_APP,Year_APP,Concluded_Isolation
982,PLA 0957,PRO 0959,SOL NASCENTE,578793.0,8938322.0,MACHADINHO D'OESTE,2,C 3,,28,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,135,10,45.0,4.0,CONCLUIDO,1.05,,,3.04,1,B,,,RL SAF,2019.0,1,B,,1900.0,APP SAF,2019.0,1
983,PLA 0957,PRO 0959,SOL NASCENTE,578793.0,8938322.0,MACHADINHO D'OESTE,2,C 3,,28,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,135,10,45.0,4.0,CONCLUIDO,1.05,,,3.04,1,B,,,RL SAF,2019.0,1,B,,1900.0,APP SAF,2019.0,0
984,PLA 0958,PRO 0960,ALTO ALEGRE,575465.0,8938469.0,MACHADINHO D'OESTE,2,C 3,,19,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,,,,,,0.2,,,0.0,1,B,,350,RL SAF,2019.0,1,B,,,APP SAF,2019.0,0
985,PLA 0959,PRO 0961,VISTA ALEGRE,575610.0,8938394.0,MACHADINHO D'OESTE,2,C 3,,20,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,RL SAF,2019.0,,,,,,2019.0,0
986,PLA 0960,PRO 0962,RECANTO DA PROPERIDADE,610162.0,8987378.0,MACHADINHO D'OESTE,2,LJ 13,,266,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,40,4,5.0,1.0,PARCIAL,2,0.76,,0.0,2,A,B,,RL SAF,2019.0,2,A,B,1500.0,APP SAF,2019.0,0
987,PLA 0961,PRO 0963,BOA ESPERANÇA,590376.0,8936780.0,MACHADINHO D'OESTE,2,RO 133,,162,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,3,,1.1,0.0,3,E,C,1800,RL SAF,2019.0,3,C,CAFÉ,,APP SAF,2019.0,0
988,PLA 0962,PRO 0964,SITIO DAS ARARAS,594320.0,8940834.0,MACHADINHO D'OESTE,2,RO 133,,936,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,CAFEICULTURA,,,,,,0.5,,0.24,0.76,3,E,A,520,RL SAF,2019.0,3,A,CAFÉ,,APP SAF,2019.0,0
989,PLA 0963,PRO 0965,NOSSA SENHORA APARECIDA,612552.0,8955182.0,MACHADINHO D'OESTE,6,MC 6,,110,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,50,3,20.0,1.0,CONCLUIDO,2,,0.97,1.1,1,B,,1100,RL SAF,2019.0,1,B,,,APP SAF,2019.0,1
990,PLA 0964,PRO 0966,SITIO BOA ESPERANÇA,605720.0,8980103.0,MACHADINHO D'OESTE,4,RO 133,,2,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,,,,,,4,,2.96,0.24,3,B,,2300,RL SAF,2019.0,1,B,,,APP SAF,2019.0,0
991,PLA 0965,PRO 0967,BOI GORDO,581751.0,8941390.0,MACHADINHO D'OESTE,1,C 5,,103,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,1,,,0.97,3,CAFÉ,,580,RL SAF,2019.0,3,,CAFÉ,,APP SAF,2019.0,0
992,PLA 0966,PRO 0968,2 IRMÃOS,580057.0,8939815.0,MACHADINHO D'OESTE,2,C 4,,67,0,ASSOCIAÇÃO,CAFEICULTURA,,15,2,15.0,1.0,CONCLUIDO,1,,0.49,2.96,3,E,B,900,RL SAF,2019.0,3,B,CAFÉ,,APP SAF,2019.0,1
993,PLA 0967,PRO 0969,SANTO ANDRE,576963.0,8938381.0,MACHADINHO D'OESTE,2,C 3,,23,0,ASSOCIAÇÃO,LAVOURA,,61,3,20.0,2.0,CONCLUIDO,1,,0.65,0.0,1,B,,722,RL SAF,2019.0,1,B,,,APP SAF,2019.0,1
994,PLA 0968,PRO 0970,DUAS IRMÃS,576780.0,8938625.0,MACHADINHO D'OESTE,2,C 3,,52,0,ASSOCIAÇÃO,GRANJA AVICOLA,FRUTICULTURA,85,,,2.0,CONCLUIDO,4,,2.61,0.49,2,B,C,2230,RL SAF,2019.0,2,B,C,,APP SAF,2019.0,1
995,PLA 0969,PRO 0971,BOA ESPERANÇA,579863.0,8940205.0,MACHADINHO D'OESTE,2,C 4,,77,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,2,,0.91,0.65,1,B,,1070,RL SAF,2019.0,1,B,,,APP SAF,2019.0,0
996,PLA 0970,PRO 0972,2 IRMÃOS,580055.0,8939813.0,MACHADINHO D'OESTE,2,C 4,,67,0,ASSOCIAÇÃO,CAFEICULTURA,,35,2,5.0,1.0,CONCLUIDO,2,,0.87,2.61,3,E,B,1050,RL SAF,2019.0,3,B,CAFÉ,,APP SAF,2019.0,1
997,PLA 0971,PRO 0973,NOVA YORQUE,580851.0,8940078.0,MACHADINHO D'OESTE,2,C 4,,69,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,18,2,5.0,1.0,CONCLUIDO,2,,0.57,0.91,3,E,B,720,RL SAF,2019.0,3,B,CAFÉ,,APP SAF,2019.0,1
998,PLA 0972,PRO 0974,BOA ESPERANÇA,652934.0,8790673.0,JI-PARANÁ,2,98,,27,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,98,6,20.0,3.0,CONCLUIDO,0.2,0.57,,0.87,,,,,,2019.0,1,B,,355.0,APP SAF,2019.0,1
999,PLA 0973,PRO 0975,PINGA FOGO,655067.0,8791412.0,JI-PARANÁ,3,98,,38,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,188,10,30.0,5.0,,0.35,,,0.57,,,,,,2019.0,1,A,,755.0,APP SAF,2019.0,0
1000,PLA 0974,PRO 0976,SITIO NOSSA SENHORA APARECIDA,624728.0,8687249.0,ROLIM DE MOURA,20,176 SUL,16,37,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,50,5,10.0,2.0,CONCLUIDO,0.55,3.1,,0.57,,0,,0,,2019.0,5,H,,0.0,APP DIV,2019.0,1
1001,PLA 0974,PRO 0976,SITIO NOSSA SENHORA APARECIDA,624728.0,8687249.0,ROLIM DE MOURA,20,176 SUL,16,37,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,50,5,10.0,2.0,CONCLUIDO,0.55,3.1,,0.57,,0,,0,,2019.0,5,H,,0.0,APP DIV,2019.0,0
1002,PLA 0975,PRO 0977,NI,653027.0,8690006.0,ROLIM DE MOURA,4,204 SUL,13.5,58,0,ASSOCIAÇÃO,HORTICULTURA,,22,3,10.0,1.0,CONCLUIDO,0.16,0.27,,3.1,,0,,0,,2019.0,5,H,,0.0,APP DIV,2019.0,1
1003,PLA 0976,PRO 0978,SITIO SANTA LUZIA,653060.0,8689549.0,ROLIM DE MOURA,4,204 SUL,14,57,0,ASSOCIAÇÃO,LAVOURA,BOVINOCULTURA DE LEITE,49,3,15.0,1.0,CONCLUIDO,0.16,0.8,,0.0,,0,,0,,2019.0,1,A,,0.0,APP SAF,2019.0,1
1004,PLA 0977,PRO 0979,SITIO NOVA ESPERANÇA,653095.0,8689360.0,ROLIM DE MOURA,4,204 SUL,14,56-B,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,HORTICULTURA,23,2,10.0,1.0,CONCLUIDO,0,0.14,,0.27,,0,,0,,2019.0,5,H,,0.0,APP DIV,2019.0,1
1005,PLA 0977,PRO 0979,SITIO NOVA ESPERANÇA,653095.0,8689360.0,ROLIM DE MOURA,4,204 SUL,14,56-B,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,HORTICULTURA,23,2,10.0,1.0,CONCLUIDO,0,0.14,,0.27,,0,,0,,2019.0,5,H,,0.0,APP DIV,2019.0,0
1006,PLA 0978,PRO 0980,SITIO OLIVEIRA,478819.0,8906360.0,ARIQUEMES,47,"RO-421, LINHA C 65",,34,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,200,13,50.0,6.0,,1272,1.15,,0.14,,,,,,2019.0,5,H,,2300.0,APP DIV,2019.0,0
1007,PLA 0979,PRO 0981,SITIO SAO JOAO,454897.0,8909622.0,ARIQUEMES,72,"RO-421, LINHA C 70",,51,0,ASSOCIAÇÃO,LAVOURA,CAFEICULTURA,138,10,45.0,3.0,,249,1.8,,0.0,,,,,,2019.0,1,A,,450.0,APP SAF,2019.0,0
1008,PLA 0980,PRO 0982,SITIO PEDRA PRETA,456267.0,8909762.0,ARIQUEMES,72,"RO-421, LINHA C 70",,45,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,44,2,10.0,1.0,,1291,,2.29,1.15,1,B,,2334,RL SAF,2019.0,,,,,,2019.0,0
1009,PLA 0980,PRO 0982,SITIO PEDRA PRETA,456267.0,8909762.0,ARIQUEMES,72,"RO-421, LINHA C 70",,45,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,44,2,10.0,1.0,,1291,,2.29,1.15,1,B,,2334,RL SAF,2019.0,,,,,,2019.0,0
1010,PLA 0981,PRO 0983,FAZENDA SENINHA,456904.0,8909943.0,ARIQUEMES,72,"RO-421, LINHA C 70",,41,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,57,8,20.0,2.0,,608,0.56,,2.29,,,,,,2019.0,2,A,B,1100.0,APP SAF,2019.0,0
1011,PLA 0982,PRO 0984,SITIO DALLAS,458203.0,8911182.0,ARIQUEMES,72,"RO-421, LINHA C 70",,37,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,122,9,40.0,4.0,,2286,5.0,,0.0,,,,,,2019.0,2,A,B,4133.0,APP SAF,2019.0,0
1012,PLA 0983,PRO 0985,SITIO JUNIOR,464217.0,8900864.0,ARIQUEMES,2,"RO-421, LINHA C 60",,20,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,93,5,40.0,3.0,,258,0.64,,0.56,,,,,,2019.0,5,H,,466.0,APP DIV,2019.0,0
1013,PLA 0984,PRO 0986,NOSSA SENHORA DO CARMO,507686.0,8917097.0,ARIQUEMES,17,"BR-364, LINHA C 75",,49,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,FRUTICULTURA,,,,,,1549,,2.37,5.0,1,B,,2800,RL SAF,2019.0,,,,,,2019.0,0
1014,PLA 0985,PRO 0987,SITIO PLANALTO,614746.0,8860970.0,OURO PRETO DO OESTE,2,203,203,46,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,83,4,10.0,2.0,CONCLUIDO,0.2,0.7,,0.64,,,,,,2019.0,2,A,D,,APP SAF,2019.0,1
1015,PLA 0986,PRO 0988,BOA SORTE,610777.0,8857819.0,OURO PRETO DO OESTE,28,203,,154,0,ASSOCIAÇÃO,PISCICULTURA,BOVINOCULTURA DE LEITE,30,2,,1.0,CONCLUIDO,0.05,0.17,,2.37,,,,,,2019.0,1,A,,,APP SAF,2019.0,1
1016,PLA 0987,PRO 0989,BOA UNIÃO,611114.0,8858839.0,OURO PRETO DO OESTE,28,203,,158,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,153,8,10.0,4.0,CONCLUIDO,0.1,1.02,,0.7,,,,,,2019.0,2,A,D,,APP SAF,2019.0,1
1017,PLA 0988,PRO 0990,MATA BURRO,560445.0,8822258.0,OURO PRETO DO OESTE,20A,81,12,58,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,CONCLUIDO,,0.13,,0.17,,,,,,2019.0,1,A,,,APP SAF,2019.0,1
1018,PLA 0989,PRO 0991,NOSSA SENHORA,589628.0,8815996.0,OURO PRETO DO OESTE,10,101,9,6,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,1.02,,,,,,2019.0,2,A,B,,APP SAF,2019.0,0
1019,PLA 0991,PRO 0992,BOA VISTA,604643.0,8815339.0,OURO PRETO DO OESTE,,166,,09A,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,146,8,,4.0,CONCLUIDO,0.2,1.19,,0.0,,,,,,2019.0,1,A,,,APP SAF,2019.0,1
1020,PLA 0991,PRO 0992,BOA VISTA,604643.0,8815339.0,OURO PRETO DO OESTE,,166,,09A,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,146,8,,4.0,CONCLUIDO,0.2,1.19,,0.0,,,,,,2019.0,1,A,,,APP SAF,2019.0,0
1021,PLA 0992,PRO 0993,BOA SORTE,610626.0,8857236.0,OURO PRETO DO OESTE,28,203,,152,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,148,8,,4.0,CONCLUIDO,0.25,0.98,,1.19,,,,,,2019.0,5,H,,,APP DIV,2019.0,1
1022,PLA 0993,PRO 0994,SITIO MANTERA,610514.0,8857617.0,OURO PRETO DO OESTE,28,203,,152,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,81,5,,2.0,CONCLUIDO,0.2,0.53,,0.0,,,,,,2019.0,1,A,,,APP SAF,2019.0,1
1023,PLA 0994,PRO 0995,PASSOS 1,612456.0,8861980.0,OURO PRETO DO OESTE,1,203,0,15,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,239,12,,6.0,CONCLUIDO,0.15,2.08,,0.98,,,,,,2019.0,2,A,B,,APP SAF,2019.0,1
1024,PLA 0995,PRO 0996,SITIO NOVO,612437.0,8861888.0,OURO PRETO DO OESTE,1,203,,16,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,34,2,,1.0,CONCLUIDO,0.2,0.3,,0.53,,,,,,2019.0,1,B,,,APP SAF,2019.0,1
1025,PLA 0996,PRO 0997,TRES IRMÃOS,612129.0,8862109.0,OURO PRETO DO OESTE,28,203,,172,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,36,4,,1.0,CONCLUIDO,0.05,0.22,,2.08,,,,,,2019.0,1,A,,,APP SAF,2019.0,1
1026,PLA 0997,PRO 0998,BOA ESPERANÇA,597660.0,8800522.0,OURO PRETO DO OESTE,4,8,22,33,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,32,2,,1.0,CONCLUIDO,0.1,0.27,,0.3,,,,,,2019.0,1,A,,,APP SAF,2019.0,1
1027,PLA 0998,PRO 0999,SITIO DO VASCAINO,611436.0,8843948.0,OURO PRETO DO OESTE,30,204,,103,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.22,-,-,-,0,-,2020.0,5,H,-,200.0,APP DIV,2020.0,0
1028,PLA 0999,PRO 1000,TRES IRMAOS,611010.0,8843086.0,OURO PRETO DO OESTE,29,204,,98,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,134,6,,5.0,CONCLUIDO,0.7,1.44,,0.27,,,,,,2019.0,2,A,D,,APP SAF,2019.0,1
1029,PLA 1000,PRO 1001,,612538.0,8862950.0,OURO PRETO DO OESTE,2,203,,61,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,102,6,50.0,4.0,PARCIAL,0.05,1.0,,0.0,,,,,,2019.0,5,H,,,APP DIV,2019.0,0
1030,PLA 1001,PRO 1002,TEM TEM,596115.0,8937943.0,MACHADINHO D'OESTE,2,MA 15,,199,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,CAFEICULTURA,40,3,15.0,1.0,CONCLUIDO,1,,0.44,1.44,3,E,B,425,RL SAF,2019.0,3,B,CAFÉ,,APP SAF,2019.0,1
1031,PLA 1002,PRO 1003,SITIO DAS OLIVEIRAS,615053.0,8828283.0,JI-PARANÁ,31,206,,61,0,STTR,BOVINOCULTURA MISTA,,36,2,10.0,1.0,CONCLUIDO,0.15,0.1,,1.0,,,,,,2019.0,5,H,,320.0,APP DIV,2019.0,1
1032,PLA 1003,PRO 1004,SAO SEBASTIAO,615117.0,8828422.0,JI-PARANÁ,31,206,,61,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,19,3,10.0,1.0,CONCLUIDO,0.2,0.47,,0.44,,,,,,2019.0,5,H,,160.0,APP SAF,2019.0,1
1033,PLA 1004,PRO 1005,SITIO LAGOA AZUL,471987.0,8975313.0,ITAPUÃ DO OESTE,-,AZUL 03,10.5,-,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,15,4,15.0,1.0,CONCLUIDO,0.368,0.0,1.27,0.1,2,A,B,657,RL SAF,2019.0,-,-,,0.0,,2019.0,1
1034,PLA 1005,PRO 1006,SITIO NOSSA SENHORA DE FATIMA,481924.0,8959217.0,ITAPUÃ DO OESTE,CAJUEIRO,117.5,6,6,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,0,0,0.0,0.0,,1.81,0.45,2.53,0.47,3,CAFÉ,,2833,RL SAF,2019.0,1,A,,455.0,APP SAF,2019.0,0
1035,PLA 1006,PRO 1007,SITIO ALVES DO NASCIMENTO,482060.0,8959375.0,ITAPUÃ DO OESTE,CAJUEIRO,117.5,6,6,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,60,4,20.0,2.0,CONCLUIDO,0.719,0.47,0.59,1.27,3,E,B,1000,RL SAF,2019.0,5,H,,300.0,APP DIV,2019.0,1
1036,PLA 1007,PRO 1008,FAZENDA PORTO MADEIRA,454914.0,8984022.0,ITAPUÃ DO OESTE,,623,10,91,0,STTR,BOVINOCULTURA DE CORTE,,0,0,0.0,0.0,,0.524,,0.64,2.98,3,E,B,815,RL SAF,2019.0,5,H,,134.0,APP DIV,2019.0,0
1037,PLA 1008,PRO 1009,CHACARA BACURI,593254.0,8711682.0,NOVO HORIZONTE DO OESTE,7,114 norte,8,65,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,73,4,10.0,2.0,A FAZER,0,0.22,0.52,1.06,5,H,,104,RL DIV,2019.0,5,H,,,APP DIV,2019.0,0
1038,PLA 1009,PRO 1010,SITIO GARCIA,593487.0,8712180.0,NOVO HORIZONTE DO OESTE,7,114 norte,9,71,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,130,4,15.0,3.0,A FAZER,300,0.8,,0.64,,,,,,2019.0,5,H,,533.0,APP DIV,2019.0,0
1039,PLA 1010,PRO 1011,BOM PRINCIPIO,592865.0,8713016.0,NOVO HORIZONTE DO OESTE,9,114 norte,9,46 B,0,STTR,BOVINOCULTURA DE CORTE,,50,4,5.0,1.0,CONCLUIDO,250,1.18,,0.74,5,H,,522,RL DIV,2019.0,,,,,,2019.0,1
1040,PLA 1011,PRO 1012,SAO SEBASTIAO,647554.0,8806793.0,JI-PARANÁ,7,82,20,8,0,STTR,BOVINOCULTURA DE CORTE,,271,11,0.0,7.0,CONCLUIDO,0.9,,,0.8,,,,,,2019.0,5,H,,1800.0,APP DIV,2019.0,1
1041,PLA 1012,PRO 1013,SANTISSIMO,639984.0,8798506.0,JI-PARANÁ,40,90,,27,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,210,15,0.0,6.0,PARCIAL,2.8,,,1.18,2,A,B,,RL SAF,2019.0,2,A,B,3304.0,APP SAF,2019.0,0
1042,PLA 1013,PRO 1014,SITIO SANTA BARBARA,474043.0,8961932.0,ITAPUÃ DO OESTE,,120,8,,0,,BOVINOCULTURA DE CORTE,,,,,,,2,,,0.0,3,CAFÉ,,1250,RL SAF,2019.0,,,,,,2019.0,0
1043,PLA 1014,PRO 1015,CHACARA BOM JESUS,465115.0,8951395.0,ITAPUÃ DO OESTE,,,16,,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1044,PLA 1015,PRO 1016,SÍTIO SANTO ANTÔNIO,480866.0,8957187.0,ITAPUÃ DO OESTE,CAJUEIRO,115,6,,0,,BOVINOCULTURA DE LEITE,,,,,,,2,,,0.0,3,CAFÉ,,1278,RL SAF,2019.0,1,A,,,APP SAF,2019.0,0
1045,PLA 1016,PRO 1017,CHACARA BOA VISTA,617497.0,8739468.0,CASTANHEIRAS,4,2,4,23-REM,0,STTR,LAVOURA,BOVINOCULTURA DE LEITE,17,2,5.0,1.0,PARCIAL,0.2,0.27,,0.0,5,H,,265,RL SAF,2019.0,,,,140.0,APP SAF,2019.0,0
1046,PLA 1017,PRO 1018,BOA VISTA,620230.0,8742963.0,CASTANHEIRAS,4,1,4 N,37,0,STTR,FRUTICULTURA,BOVINOCULTURA DE LEITE,0,0,0.0,0.0,,0.3,0.3,,0.0,1,B,,350,RL SAF,2019.0,,,,,,2019.0,0
1047,PLA 1018,PRO 1019,VISTA ALEGRE,620153.0,8743145.0,CASTANHEIRAS,4,1,9,"03E, 03D",0,STTR,BOVINOCULTURA DE LEITE,LAVOURA,0,0,0.0,0.0,CONCLUIDO,0.4,,0.99,0.27,1,B,,700,RL SAF,2019.0,,,,,,2019.0,1
1048,PLA 1019,PRO 1020,ALTA ALEGRE,592999.0,8700279.0,NOVO HORIZONTE DO OESTE,10,144,3.75,28 E 30,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,238,18,0.0,6.0,CONCLUIDO,1.5,2.38,,0.3,,,,,,2019.0,2,A,B,2950.0,APP SAF,2019.0,1
1049,PLA 1020,PRO 1021,SITIO CALIFORNIA,620476.0,8742466.0,CASTANHEIRAS,4,1,3,"3H, 3I, 3J",0,STTR,BOVINOCULTURA DE CORTE,,70,4,0.0,2.0,A FAZER,0.4,0.9,,0.99,,,,,,2019.0,2,A,B,650.0,APP SAF,2019.0,0
1050,PLA 1021,PRO 1022,SITIO FLORESTAL,589584.0,8696955.0,NOVO HORIZONTE DO OESTE,10,140,7 SUL,53-A,0,STTR,BOVINOCULTURA DE CORTE,CAFEICULTURA,2,22,5.0,1.0,,0.55,0.86,,2.38,1,B,,1022,RL SAF,2019.0,,,,,,2019.0,0
1051,PLA 1022,PRO 1023,SITIO NOVA ESPERANÇA,466271.0,8976743.0,ITAPUÃ DO OESTE,cachuerinha,AZUL 02,6,,0,,BOVINOCULTURA DE CORTE,,,,,,,12,,,0.9,3,CAFÉ,,4670,RL SAF,2019.0,1,A,,,APP SAF,2019.0,0
1052,PLA 1023,PRO 1024,SITIO IMACULADO CORACAO DE MARIA,506300.0,8912461.0,ARIQUEMES,17,"BR-364, LINHA C 70",,44,0,ASSOCIAÇÃO,HORTICULTURA,CAFEICULTURA,,,,,,,,,0.86,,,,,,2018.0,,,,,,2018.0,0
1053,PLA 1024,PRO 1025,,554657.0,8826611.0,JARU,,632,15,,0,ASSOCIAÇÃO,FRUTICULTURA*,BOVINOCULTURA DE CORTE,,,,,,0.277,,1.41,0.0,1,B,,,RL SAF,2019.0,,,,,,2019.0,0
1054,PLA 1025,PRO 1026,SITIO SAO BERNARDO,501893.0,8881694.0,ARIQUEMES,34,"BR-364, LINHA C 40",,82,0,,CAFEICULTURA,BOVINOCULTURA DE CORTE,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1055,PLA 1026,PRO 1027,SITIO SAO BERNARDO,501893.0,8881694.0,ARIQUEMES,34,"BR-364, LINHA C 40",,82,0,,CAFEICULTURA,HORTICULTURA,,,,,,,,,1.41,,,,,,2019.0,,,,,,2019.0,0
1056,PLA 1027,PRO 1028,SITIO SAO BERNARDO,499323.0,8881561.0,ARIQUEMES,35,"BR-364, LINHA C 40",,69,0,,CAFEICULTURA,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1057,PLA 1028,PRO 1029,SITIO SAO BERNARDO,502068.0,8881687.0,ARIQUEMES,34,"BR-364, LINHA C 40",,82,0,,CAFEICULTURA,HORTICULTURA,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1058,PLA 1029,PRO 1030,SITIO PINGO D`ÁGUA,481261.0,8876715.0,ARIQUEMES,59,"BR-364, LINHA C 35, TV: B 40 SUL",,21/A,0,,ARRENDAMENTO,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1059,PLA 1030,PRO 1031,CHACARA BOM JESUS,508307.0,8904565.0,ARIQUEMES,,"RO-257, HORTIFRUTIGRANJEIRO",11.5,56,0,,AGROINDUSTRIA,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1060,PLA 1031,PRO 1032,SITIO PINGO D`ÁGUA,535978.0,8895964.0,ARIQUEMES,,"RO-257, LINHA C 55, TV: B 90",,225,0,,BOVINOCULTURA DE CORTE,CAFEICULTURA,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1061,PLA 1032,PRO 1033,SITIO NOVO MUNDO,537119.0,8897942.0,ARIQUEMES,1,"RO-257, LINHA C 55, TV: B 90",,38,0,STTR,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,-,-,-,0,,2020.0,5,H,-,800.0,APP DIV,2020.0,0
1062,PLA 1033,PRO 1034,SITIO DA FARTURA,534057.0,8896180.0,ARIQUEMES,225,"RO-257, LINHA C 55, TV: B 90",,2,0,,LAVOURA,FRUTICULTURA,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1063,PLA 1034,PRO 1035,CHACARA CANA,489977.0,8891074.0,ARIQUEMES,54,"BR-364, LINHA C 50",,3,0,,CAFEICULTURA,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1064,PLA 1035,PRO 1036,SITIO SOUZA,536948.0,8900336.0,ARIQUEMES,1,"RO-257, LINHA C 45, TV: B 90",,45,0,,BOVINOCULTURA MISTA,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1065,PLA 1036,PRO 1037,SITIO 3 IRMAOS,536911.0,8899676.0,ARIQUEMES,1,"RO-257, LINHA C 45, TV: B 90",,43,0,,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1066,PLA 1037,PRO 1038,SITIO RIO AZUL,535561.0,8894014.0,ARIQUEMES,225,"RO-257, LINHA C 55, TV: B 90",,9,0,,CAFEICULTURA,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1067,PLA 1038,PRO 1039,SITIO NOSSA SENHORA APARECIDA,509543.0,8917319.0,ARIQUEMES,16,"BR-364, LINHA C 75",,84,0,,HORTICULTURA,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1068,PLA 1039,PRO 1040,ESTANCIA SANTA ROSA,501877.0,8916925.0,ARIQUEMES,17,"BR-364, LINHA C 75",12,21,0,,BOVINOCULTURA DE CORTE,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1069,PLA 1040,PRO 1041,SITIO SAPUCAIA,510191.0,8906758.0,ARIQUEMES,1,"RO-257, TV: B 65",,3,0,,LAVOURA,FRUTICULTURA,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1070,PLA 1041,PRO 1042,CHACARA 5 ESTRELAS,489441.0,8890926.0,ARIQUEMES,54,C-50/TV- B 40,,7,0,,CAFEICULTURA,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
1071,PLA 1042,PRO 1043,SITIO JB,535832.0,8903685.0,ARIQUEMES,1,RO-257 P A MIGRANTE,,11-A,0,ASSOCIAÇÃO,CAFEICULTURA,,,,,,,,,,0.0,-,-,-,0,,2020.0,5,I,-,235.0,APP DIV,2020.0,0
